WKT,OBJECTID,COD_ESTACI,COD_PARAME,PromedioDe,valoracion,UTMX,UTMY,HUSO,DEMARCACIO,unidades
"POINT (642062.999968118 4340603.9999911)","665",JU033,PO4,0.02500000000,< LQ,"642063","4340604","30",CHJ,mg PO4/l
"POINT (711187.000035852 4348745.99996891)","666",JU034,PO4,0.10937499982,> LQ y < Valor frontera,"711187","4348746","30",CHJ,mg PO4/l
"POINT (652042.99995303 4423871.00000189)","667",JU035,PO4,0.05749999993,> LQ y < Valor frontera,"652043","4423871","30",CHJ,mg PO4/l
"POINT (635889.999977935 4339792.00002691)","668",JU037,PO4,0.02637500000,< LQ,"635890","4339792","30",CHJ,mg PO4/l
"POINT (719272.000019111 4342470.0000163)","669",JU038,PO4,0.59928571326,> Valor frontera,"719272","4342470","30",CHJ,mg PO4/l
"POINT (741689.999973392 4308742.00001459)","670",JU039,PO4,0.02683333333,< LQ,"741690","4308742","30",CHJ,mg PO4/l
"POINT (720361.999955937 4259461.99997155)","671",JU040,PO4,0.39000000060,> LQ y < Valor frontera,"720362","4259462","30",CHJ,mg PO4/l
"POINT (715910.999956559 4321420.99995818)","672",JU041,PO4,0.12654545294,> LQ y < Valor frontera,"715911","4321421","30",CHJ,mg PO4/l
"POINT (652563.999986951 4423912.00003187)","673",JU042,PO4,0.02500000000,< LQ,"652564","4423912","30",CHJ,mg PO4/l
"POINT (720261.99999966 4373475.99996311)","674",JU043,PO4,0.24875000070,> LQ y < Valor frontera,"720262","4373476","30",CHJ,mg PO4/l
"POINT (627837.000001358 4336953.00003563)","675",JU044,PO4,0.02500000000,< LQ,"627837","4336953","30",CHJ,mg PO4/l
"POINT (754598.99995358 4279444.99997397)","676",JU045,PO4,0.02866666667,< LQ,"754599","4279445","30",CHJ,mg PO4/l
"POINT (653169.000038552 4422455.00004587)","677",JU046,PO4,0.04375000037,< LQ,"653169","4422455","30",CHJ,mg PO4/l
"POINT (726728.999980544 4434370.99997426)","678",JU047,PO4,0.02637500000,< LQ,"726729","4434371","30",CHJ,mg PO4/l
"POINT (706806.000018465 4356403.00001717)","679",JU049,PO4,0.06200000000,> LQ y < Valor frontera,"706806","4356403","30",CHJ,mg PO4/l
"POINT (723660.000000342 4340802.00002865)","680",JU050,PO4,0.16433332860,> LQ y < Valor frontera,"723660","4340802","30",CHJ,mg PO4/l
"POINT (714844.999960113 4326946.99997031)","681",JU051,PO4,0.11562500131,> LQ y < Valor frontera,"714845","4326947","30",CHJ,mg PO4/l
"POINT (741852.000000125 4440213.00001642)","682",JU052,PO4,0.02500000000,< LQ,"741852","4440213","30",CHJ,mg PO4/l
"POINT (635739.999958699 4339041.99997792)","683",JU053,PO4,0.02637500000,< LQ,"635740","4339042","30",CHJ,mg PO4/l
"POINT (702019.99995257 4358112.99996942)","684",JU054,PO4,0.30324999616,> LQ y < Valor frontera,"702020","4358113","30",CHJ,mg PO4/l
"POINT (735613.00003459 4305785.0000109)","685",JU055,PO4,0.13412500118,> LQ y < Valor frontera,"735613","4305785","30",CHJ,mg PO4/l
"POINT (648674.999996288 4439442.99999757)","686",JU056,PO4,0.02912500000,< LQ,"648675","4439443","30",CHJ,mg PO4/l
"POINT (607796.000049764 4402145.99997017)","687",JU058,PO4,0.03050000000,< LQ,"607796","4402146","30",CHJ,mg PO4/l
"POINT (721690.000023878 4409065.99999696)","688",JU059,PO4,0.09724999908,> LQ y < Valor frontera,"721690","4409066","30",CHJ,mg PO4/l
"POINT (714461.999983568 4376552.9999493)","689",JU061,PO4,0.29000000469,> LQ y < Valor frontera,"714462","4376553","30",CHJ,mg PO4/l
"POINT (623461.999956711 4346473.00003675)","690",JU062,PO4,0.02650000000,< LQ,"623462","4346473","30",CHJ,mg PO4/l
"POINT (593699.999971247 4347600.00004178)","691",JU063,PO4,1.40250000358,> Valor frontera,"593700","4347600","30",CHJ,mg PO4/l
"POINT (723085.000046702 4340011.99996914)","692",JU064,PO4,0.22574999742,> LQ y < Valor frontera,"723085","4340012","30",CHJ,mg PO4/l
"POINT (717936.999954833 4322940.9999576)","693",JU065,PO4,0.30975000002,> LQ y < Valor frontera,"717937","4322941","30",CHJ,mg PO4/l
"POINT (724613.00004749 4295530.00003016)","694",JU066,PO4,1.42749997973,> Valor frontera,"724613","4295530","30",CHJ,mg PO4/l
"POINT (659446.000003281 4468938.00000839)","695",JU067,PO4,0.02500000000,< LQ,"659446","4468938","30",CHJ,mg PO4/l
"POINT (697950.000002912 4444570.99997434)","696",JU069,PO4,0.02500000000,< LQ,"697950","4444571","30",CHJ,mg PO4/l
"POINT (709439.999959192 4419140.99996308)","697",JU070,PO4,0.03499999940,< LQ,"709440","4419141","30",CHJ,mg PO4/l
"POINT (693920.000013855 4360434.99997258)","698",JU073,PO4,0.42125000060,> Valor frontera,"693920","4360435","30",CHJ,mg PO4/l
"POINT (724093.000026676 4362406.00000959)","699",JU074,PO4,0.30624999516,> LQ y < Valor frontera,"724093","4362406","30",CHJ,mg PO4/l
"POINT (667858.999951742 4340238.00000317)","700",JU075,PO4,0.04224999921,< LQ,"667859","4340238","30",CHJ,mg PO4/l
"POINT (568679.999975172 4398828.99997435)","701",JU078,PO4,0.23600000888,> LQ y < Valor frontera,"568680","4398829","30",CHJ,mg PO4/l
"POINT (614525.00003838 4333366.99997504)","702",JU079,PO4,0.05974999928,< LQ,"614525","4333367","30",CHJ,mg PO4/l
"POINT (693591.000035691 4387131.00001605)","703",JU080,PO4,0.02775000000,< LQ,"693591","4387131","30",CHJ,mg PO4/l
"POINT (659070.999992051 4467726.99999285)","704",JU081,PO4,0.03466666713,< LQ,"659071","4467727","30",CHJ,mg PO4/l
"POINT (694021.000034495 4446249.99999486)","705",JU083,PO4,0.40666666627,> Valor frontera,"694021","4446250","30",CHJ,mg PO4/l
"POINT (712589.999964229 4418091.00002615)","706",JU085,PO4,0.02610000000,< LQ,"712590","4418091","30",CHJ,mg PO4/l
"POINT (739489.999981774 4394566.00001264)","707",JU086,PO4,0.05249999911,> LQ y < Valor frontera,"739490","4394566","30",CHJ,mg PO4/l
"POINT (709530.000042024 4380399.00001951)","708",JU087,PO4,0.02775000000,< LQ,"709530","4380399","30",CHJ,mg PO4/l
"POINT (590385.999961182 4365755.00001871)","709",JU089,PO4,0.40116666257,> Valor frontera,"590386","4365755","30",CHJ,mg PO4/l
"POINT (720510.99997232 4336732.00000804)","710",JU090,PO4,0.10375000015,> LQ y < Valor frontera,"720511","4336732","30",CHJ,mg PO4/l
"POINT (702850.000039989 4309619.00002573)","711",JU091,PO4,0.83749999106,> Valor frontera,"702850","4309619","30",CHJ,mg PO4/l
"POINT (572244.000041447 4304056.0000118)","712",JU092,PO4,0.11137500015,> LQ y < Valor frontera,"572244","4304056","30",CHJ,mg PO4/l
"POINT (648372.000033429 4432462.99997044)","713",JU094,PO4,0.08149999853,> LQ y < Valor frontera,"648372","4432463","30",CHJ,mg PO4/l
"POINT (682995.000051901 4369527.99996836)","714",JU097,PO4,0.77999998629,> Valor frontera,"682995","4369528","30",CHJ,mg PO4/l
"POINT (728470.000019822 4433840.99995927)","715",JU101,PO4,0.02500000000,< LQ,"728470","4433841","30",CHJ,mg PO4/l
"POINT (633896.000000904 4403009.00001072)","716",JU102,PO4,0.04149999955,< LQ,"633896","4403009","30",CHJ,mg PO4/l
"POINT (713833.999972884 4377646.99999092)","717",JU103,PO4,0.04458333366,< LQ,"713834","4377647","30",CHJ,mg PO4/l
"POINT (720497.000018941 4338087.99997261)","718",JU105,PO4,1.84049998224,> Valor frontera,"720497","4338088","30",CHJ,mg PO4/l
"POINT (720308.99999968 4334489.9999871)","719",JU106,PO4,0.56674999744,> Valor frontera,"720309","4334490","30",CHJ,mg PO4/l
"POINT (576390.000013148 4306492.00002763)","720",JU107,PO4,0.35774999857,> LQ y < Valor frontera,"576390","4306492","30",CHJ,mg PO4/l
"POINT (730439.999992562 4300542.00002304)","721",JU108,PO4,0.02500000000,< LQ,"730440","4300542","30",CHJ,mg PO4/l
"POINT (743003.999987439 4313354.00002268)","722",JU109,PO4,0.19466666877,> LQ y < Valor frontera,"743004","4313354","30",CHJ,mg PO4/l
"POINT (698718.000000224 4287125.99997482)","723",JU111,PO4,0.61750001833,> Valor frontera,"698718","4287126","30",CHJ,mg PO4/l
"POINT (741220.000009738 4265304.00001554)","724",JU112,PO4,1.55050000548,> Valor frontera,"741220","4265304","30",CHJ,mg PO4/l
"POINT (736539.999987904 4431261.00000631)","725",JU113,PO4,0.02637500000,< LQ,"736540","4431261","30",CHJ,mg PO4/l
"POINT (634331.999976845 4398894.00003838)","726",JU114,PO4,0.04212499990,< LQ,"634332","4398894","30",CHJ,mg PO4/l
"POINT (674316.000026238 4398650.00002836)","727",JU115,PO4,0.02775000000,< LQ,"674316","4398650","30",CHJ,mg PO4/l
"POINT (661949.00002837 4371543.99997722)","728",JU117,PO4,1.46499997377,> Valor frontera,"661949","4371544","30",CHJ,mg PO4/l
"POINT (737844.000019511 4327764.00002014)","729",JU118,PO4,0.27799999341,> LQ y < Valor frontera,"737844","4327764","30",CHJ,mg PO4/l
"POINT (709443.000020439 4323870.00001924)","730",JU119,PO4,0.05950000027,< LQ,"709443","4323870","30",CHJ,mg PO4/l
"POINT (717909.999989377 4284742.00003773)","731",JU120,PO4,0.02775000000,< LQ,"717910","4284742","30",CHJ,mg PO4/l
"POINT (700468.999976653 4232143.00003161)","732",JU122,PO4,1.25249998271,> Valor frontera,"700469","4232143","30",CHJ,mg PO4/l
"POINT (704077.000013473 4437740.00001342)","733",JU125,PO4,0.19500000104,> LQ y < Valor frontera,"704077","4437740","30",CHJ,mg PO4/l
"POINT (713152.999976446 4412968.99999686)","734",JU126,PO4,0.03874999955,< LQ,"713153","4412969","30",CHJ,mg PO4/l
"POINT (673760.000046727 4399968.00001042)","735",JU127,PO4,0.02775000000,< LQ,"673760","4399968","30",CHJ,mg PO4/l
"POINT (682549.99996998 4386995.00002099)","736",JU128,PO4,0.02912500000,< LQ,"682550","4386995","30",CHJ,mg PO4/l
"POINT (658229.000030604 4375816.00002298)","737",JU129,PO4,0.87450000644,> Valor frontera,"658229","4375816","30",CHJ,mg PO4/l
"POINT (712950.000004661 4329013.00000781)","738",JU130,PO4,0.02775000000,< LQ,"712950","4329013","30",CHJ,mg PO4/l
"POINT (700789.000024261 4326673.99999552)","739",JU131,PO4,0.02866666667,< LQ,"700789","4326674","30",CHJ,mg PO4/l
"POINT (747533.000003124 4283152.99996339)","740",JU134,PO4,0.03050000000,< LQ,"747533","4283153","30",CHJ,mg PO4/l
"POINT (706381.000047469 4287902.00003166)","741",JU135,PO4,0.05233333359,< LQ,"706381","4287902","30",CHJ,mg PO4/l
"POINT (639891.000033483 4417915.99999588)","742",JU140,PO4,0.02775000000,< LQ,"639891","4417916","30",CHJ,mg PO4/l
"POINT (641430.99999506 4356400.00004794)","743",JU141,PO4,0.02912500000,< LQ,"641431","4356400","30",CHJ,mg PO4/l
"POINT (671097.999959119 4359926.00003121)","744",JU142,PO4,0.75750000030,> Valor frontera,"671098","4359926","30",CHJ,mg PO4/l
"POINT (741890.000045979 4325582.00002821)","745",JU143,PO4,0.40450000018,> LQ y < Valor frontera,"741890","4325582","30",CHJ,mg PO4/l
"POINT (710204.000040233 4266751.00004987)","746",JU147,PO4,0.89450000227,> Valor frontera,"710204","4266751","30",CHJ,mg PO4/l
"POINT (765393.000042528 4466177.00004107)","747",JU152,PO4,0.05291666786,> LQ y < Valor frontera,"765393","4466177","30",CHJ,mg PO4/l
"POINT (560794.999956389 4411466.00002517)","748",JU153,PO4,0.03900000007,< LQ,"560795","4411466","30",CHJ,mg PO4/l
"POINT (679139.999965079 4465606.00003382)","749",JU155,PO4,0.20649999976,> LQ y < Valor frontera,"679140","4465606","30",CHJ,mg PO4/l
"POINT (669945.999977483 4494961.99997094)","750",JU156,PO4,0.02500000000,< LQ,"669946","4494962","30",CHJ,mg PO4/l
"POINT (573625.000022042 4443738.00004323)","751",JU157,PO4,0.03050000000,< LQ,"573625","4443738","30",CHJ,mg PO4/l
"POINT (773840.99995754 4507314.99995269)","752",JU160,PO4,0.02500000000,< LQ,"773841","4507315","30",CHJ,mg PO4/l
"POINT (682087.999990607 4478049.00001661)","753",JU162,PO4,0.02500000000,< LQ,"682088","4478049","30",CHJ,mg PO4/l
"POINT (667833.000000531 4405323.00002654)","754",JU163,PO4,0.02912500000,< LQ,"667833","4405323","30",CHJ,mg PO4/l
"POINT (761336.000024659 4303464.00000934)","755",JU164,PO4,0.06137499940,> LQ y < Valor frontera,"761336","4303464","30",CHJ,mg PO4/l
"POINT (653467.00003817 4381056.00004213)","756",JU166,PO4,2.55625007153,> Valor frontera,"653467","4381056","30",CHJ,mg PO4/l
"POINT (575896.000022893 4379223.99997197)","757",JU167,PO4,0.02820833333,< LQ,"575896","4379224","30",CHJ,mg PO4/l
"POINT (691702.000006554 4347967.99997602)","758",JU169,PO4,0.03050000000,< LQ,"691702","4347968","30",CHJ,mg PO4/l
"POINT (723149.999984192 4340441.9999951)","759",JU170,PO4,0.07700000034,> LQ y < Valor frontera,"723150","4340442","30",CHJ,mg PO4/l
"POINT (745707.999997703 4318592.00001352)","760",JU171,PO4,0.18214285799,> LQ y < Valor frontera,"745708","4318592","30",CHJ,mg PO4/l
"POINT (690688.999992022 4265992.00000677)","761",JU172,PO4,3.52499999106,> Valor frontera,"690689","4265992","30",CHJ,mg PO4/l
"POINT (700792.999958953 4234922.00003179)","762",JU173,PO4,1.70000000298,> Valor frontera,"700793","4234922","30",CHJ,mg PO4/l
"POINT (725620.000029596 4434290.00002562)","763",JU174,PO4,0.02500000000,< LQ,"725620","4434290","30",CHJ,mg PO4/l
"POINT (730090.00005097 4342640.99996795)","764",JU175,PO4,0.24112500009,> LQ y < Valor frontera,"730090","4342641","30",CHJ,mg PO4/l
"POINT (734034.999996584 4339867.99999854)","765",JU176,PO4,0.21595833035,> LQ y < Valor frontera,"734035","4339868","30",CHJ,mg PO4/l
"POINT (757450.000031572 4277442.00002082)","766",JU177,PO4,2.04000002146,> Valor frontera,"757450","4277442","30",CHJ,mg PO4/l
"POINT (607912.999961747 4332883.99994753)","767",JU178,PO4,0.02912500000,< LQ,"607913","4332884","30",CHJ,mg PO4/l
"POINT (628334.00001252 4376557.00003937)","768",JU180,PO4,0.02912500000,< LQ,"628334","4376557","30",CHJ,mg PO4/l
"POINT (754325.99996077 4422822.99995685)","769",JU181,PO4,6.14499995112,> Valor frontera,"754326","4422823","30",CHJ,mg PO4/l
"POINT (590022.999993351 4336461.00001827)","770",JU182,PO4,0.02637500000,< LQ,"590023","4336461","30",CHJ,mg PO4/l
"POINT (707889.999990034 4328541.99996348)","771",JU183,PO4,0.09811110846,> LQ y < Valor frontera,"707890","4328542","30",CHJ,mg PO4/l
"POINT (682541.999957921 4388321.00004497)","772",JU184,PO4,0.02775000000,< LQ,"682542","4388321","30",CHJ,mg PO4/l
"POINT (716640.000005385 4322028.00002161)","773",JU185,PO4,0.43925000355,> Valor frontera,"716640","4322028","30",CHJ,mg PO4/l
"POINT (578689.999965132 4368491.9999985)","774",JU187,PO4,0.03362500035,< LQ,"578690","4368492","30",CHJ,mg PO4/l
"POINT (613754.999999825 4326528.9999571)","775",JU188,PO4,6.75000000000,> Valor frontera,"613755","4326529","30",CHJ,mg PO4/l
"POINT (746399.99998937 4427455.00001502)","776",JU189,PO4,0.02500000000,< LQ,"746400","4427455","30",CHJ,mg PO4/l
"POINT (703473.000013938 4333246.99995807)","777",JU191,PO4,0.04991666677,< LQ,"703473","4333247","30",CHJ,mg PO4/l
"POINT (730405.999967501 4300664.00004449)","778",JU193,PO4,0.27574999444,> LQ y < Valor frontera,"730406","4300664","30",CHJ,mg PO4/l
"POINT (695690.000007251 4358915.9999563)","779",JU194,PO4,0.05437500012,< LQ,"695690","4358916","30",CHJ,mg PO4/l
"POINT (726755.000007792 4363778.99998212)","780",JU195,PO4,0.21666666518,> LQ y < Valor frontera,"726755","4363779","30",CHJ,mg PO4/l
"POINT (687377.999976969 4357032.00002931)","781",JU196,PO4,0.03900000007,< LQ,"687378","4357032","30",CHJ,mg PO4/l
"POINT (722938.000003395 4366541.00002798)","782",JU197,PO4,0.33749999540,> LQ y < Valor frontera,"722938","4366541","30",CHJ,mg PO4/l
"POINT (720142.999963024 4260722.00000823)","783",JU222,PO4,0.41212500763,> LQ y < Valor frontera,"720143","4260722","30",CHJ,mg PO4/l
"POINT (747942.000034716 4433938.99996848)","784",JU306,PO4,0.08750000224,> LQ y < Valor frontera,"747942","4433939","30",CHJ,mg PO4/l
"POINT (703944.999972236 4321062.99996054)","785",JU321,PO4,0.03050000000,< LQ,"703945","4321063","30",CHJ,mg PO4/l
"POINT (567831.000010895 4436481.99996472)","786",JU322,PO4,0.45600000396,> Valor frontera,"567831","4436482","30",CHJ,mg PO4/l
"POINT (604640.99999782 4397301.99998646)","787",JU326,PO4,0.03675000017,< LQ,"604641","4397302","30",CHJ,mg PO4/l
"POINT (572971.000030711 4435162.00003615)","788",JU333,PO4,0.05412500000,< LQ,"572971","4435162","30",CHJ,mg PO4/l
"POINT (568812.999997884 4429404.9999788)","789",JU336,PO4,0.39625000209,> LQ y < Valor frontera,"568813","4429405","30",CHJ,mg PO4/l
"POINT (729875.000037629 4375885.99996114)","790",JU343,PO4,1.90250003338,> Valor frontera,"729875","4375886","30",CHJ,mg PO4/l
"POINT (654415.99999745 4454734.00001484)","791",JU390,PO4,0.02500000000,< LQ,"654416","4454734","30",CHJ,mg PO4/l
"POINT (716923.99998036 4307318.00001503)","792",JU404,PO4,0.26449999958,> LQ y < Valor frontera,"716924","4307318","30",CHJ,mg PO4/l
"POINT (717492.000014638 4336879.00004104)","793",JU405,PO4,1.20649997145,> Valor frontera,"717492","4336879","30",CHJ,mg PO4/l
"POINT (726506.999991987 4342379.99998077)","794",JU406,PO4,0.26199999452,> LQ y < Valor frontera,"726507","4342380","30",CHJ,mg PO4/l
"POINT (752776.999994744 4283078.00002612)","795",JU408,PO4,0.02912500000,< LQ,"752777","4283078","30",CHJ,mg PO4/l
"POINT (579959.000014565 4370672.00000301)","796",JU411,PO4,0.02866666667,< LQ,"579959","4370672","30",CHJ,mg PO4/l
"POINT (657514.999980323 4442062.0000287)","797",JU415,PO4,0.02500000000,< LQ,"657515","4442062","30",CHJ,mg PO4/l
"POINT (574148.999953981 4406737.99997394)","798",JU422,PO4,0.04362499921,< LQ,"574149","4406738","30",CHJ,mg PO4/l
"POINT (572981.000000079 4406719.00004455)","799",JU423,PO4,0.02912500000,< LQ,"572981","4406719","30",CHJ,mg PO4/l
"POINT (704883.000013932 4373058.99997298)","800",JU424,PO4,2.35000002384,> Valor frontera,"704883","4373059","30",CHJ,mg PO4/l
"POINT (648264.99999279 4362622.99995197)","801",JU427,PO4,0.32312499863,> LQ y < Valor frontera,"648265","4362623","30",CHJ,mg PO4/l
"POINT (617633.999963625 4435887.99995633)","802",JU438,PO4,0.03050000000,< LQ,"617634","4435888","30",CHJ,mg PO4/l
"POINT (627381.000008591 4472889.99995108)","803",JU449,PO4,0.02500000000,< LQ,"627381","4472890","30",CHJ,mg PO4/l
"POINT (717435.000009961 4437130.00002746)","804",JU457,PO4,0.02500000000,< LQ,"717435","4437130","30",CHJ,mg PO4/l
"POINT (624432.999999161 4428869.0000421)","805",JU458,PO4,0.03050000000,< LQ,"624433","4428869","30",CHJ,mg PO4/l
"POINT (664201.999953277 4347470.99997703)","806",JU459,PO4,0.03050000000,< LQ,"664202","4347471","30",CHJ,mg PO4/l
"POINT (752349.000011761 4282473.9999909)","807",JU460,PO4,0.03304166672,< LQ,"752349","4282474","30",CHJ,mg PO4/l
"POINT (655886.999986732 4457325.99996629)","808",JU461,PO4,0.05625000149,> LQ y < Valor frontera,"655887","4457326","30",CHJ,mg PO4/l
"POINT (709059.999970724 4327791.99995649)","809",JU462,PO4,0.02775000000,< LQ,"709060","4327792","30",CHJ,mg PO4/l
"POINT (720725.000022884 4362066.99997408)","810",JU464,PO4,0.02500000000,< LQ,"720725","4362067","30",CHJ,mg PO4/l
"POINT (755537.000015353 4304749.00002091)","811",JU465,PO4,0.02775000000,< LQ,"755537","4304749","30",CHJ,mg PO4/l
"POINT (623454.000027257 4427022.00002626)","812",JU468,PO4,0.03050000000,< LQ,"623454","4427022","30",CHJ,mg PO4/l
"POINT (716000.000037809 4285105.99995662)","813",JU485,PO4,0.02830000000,< LQ,"716000","4285106","30",CHJ,mg PO4/l
"POINT (699321.000039914 4242251.00004941)","814",JU487,PO4,0.54999999702,> Valor frontera,"699321","4242251","30",CHJ,mg PO4/l
"POINT (621118.00004537 4476343.00002222)","815",JU495,PO4,0.02500000000,< LQ,"621118","4476343","30",CHJ,mg PO4/l
"POINT (685517.999972265 4453065.99999575)","816",JU497,PO4,0.02500000000,< LQ,"685518","4453066","30",CHJ,mg PO4/l
"POINT (640135.999996763 4451733.99995372)","817",JU498,PO4,0.02866666667,< LQ,"640136","4451734","30",CHJ,mg PO4/l
"POINT (777136.999951894 4503290.9999942)","818",JU502,PO4,0.02500000000,< LQ,"777137","4503291","30",CHJ,mg PO4/l
"POINT (725849.999990541 4433977.00002069)","819",JU503,PO4,0.02500000000,< LQ,"725850","4433977","30",CHJ,mg PO4/l
"POINT (692493.000017212 4462455.00000634)","820",JU505,PO4,0.02500000000,< LQ,"692493","4462455","30",CHJ,mg PO4/l
"POINT (690819.000009747 4447418.99995846)","821",JU506,PO4,0.02500000000,< LQ,"690819","4447419","30",CHJ,mg PO4/l
"POINT (697252.000016569 4452415.00000684)","822",JU507,PO4,0.02500000000,< LQ,"697252","4452415","30",CHJ,mg PO4/l
"POINT (709893.000012237 4439305.00000743)","823",JU509,PO4,0.02500000000,< LQ,"709893","4439305","30",CHJ,mg PO4/l
"POINT (737381.999955117 4430012.00003524)","824",JU510,PO4,0.02500000000,< LQ,"737382","4430012","30",CHJ,mg PO4/l
"POINT (633580.000049535 4476925.0000028)","825",JU513,PO4,0.02500000000,< LQ,"633580","4476925","30",CHJ,mg PO4/l
"POINT (582552.999974615 4435808.99998576)","826",JU520,PO4,0.03050000000,< LQ,"582553","4435809","30",CHJ,mg PO4/l
"POINT (573181.000006883 4436542.00002895)","827",JU521,PO4,0.03625000007,< LQ,"573181","4436542","30",CHJ,mg PO4/l
"POINT (634821.000028942 4333371.99995715)","828",JU522,PO4,0.03050000000,< LQ,"634821","4333372","30",CHJ,mg PO4/l
"POINT (601075.999972386 4430597.9999485)","829",JU523,PO4,0.03050000000,< LQ,"601076","4430598","30",CHJ,mg PO4/l
"POINT (718637.999973698 4308870.99998656)","830",JU525,PO4,0.74000000954,> Valor frontera,"718638","4308871","30",CHJ,mg PO4/l
"POINT (707950.000024713 4316920.99995167)","831",JU526,PO4,0.02683333333,< LQ,"707950","4316921","30",CHJ,mg PO4/l
"POINT (724282.999967806 4333334.000024)","832",JU527,PO4,0.62999999523,> Valor frontera,"724283","4333334","30",CHJ,mg PO4/l
"POINT (647504.000031749 4379967.00001776)","833",JU529,PO4,0.03050000000,< LQ,"647504","4379967","30",CHJ,mg PO4/l
"POINT (751512.000004304 4305614.99998327)","834",JU531,PO4,0.06524999981,> LQ y < Valor frontera,"751512","4305615","30",CHJ,mg PO4/l
"POINT (755407.000006088 4304609.00003254)","835",JU532,PO4,0.02912500000,< LQ,"755407","4304609","30",CHJ,mg PO4/l
"POINT (757862.999988131 4306416.99996102)","836",JU533,PO4,0.03875000018,< LQ,"757863","4306417","30",CHJ,mg PO4/l
"POINT (755485.000017094 4298764.99999694)","837",JU534,PO4,0.02775000000,< LQ,"755485","4298765","30",CHJ,mg PO4/l
"POINT (746719.000012306 4283551.99995144)","838",JU536,PO4,0.07050000058,> LQ y < Valor frontera,"746719","4283552","30",CHJ,mg PO4/l
"POINT (752430.000018053 4283080.99997488)","839",JU538,PO4,0.03050000000,< LQ,"752430","4283081","30",CHJ,mg PO4/l
"POINT (737760.999964799 4269038.99999453)","840",JU539,PO4,0.05474999996,< LQ,"737761","4269039","30",CHJ,mg PO4/l
"POINT (714259.999997664 4263253.99998707)","841",JU540,PO4,0.30825000629,> LQ y < Valor frontera,"714260","4263254","30",CHJ,mg PO4/l
"POINT (722099.000012851 4257709.9999586)","842",JU541,PO4,0.21875000000,> LQ y < Valor frontera,"722099","4257710","30",CHJ,mg PO4/l
"POINT (717484.999989901 4245575.99995131)","843",JU542,PO4,0.10525000358,> LQ y < Valor frontera,"717485","4245576","30",CHJ,mg PO4/l
"POINT (577928.000025991 4320611.0000285)","844",JU546,PO4,0.16974999979,> LQ y < Valor frontera,"577928","4320611","30",CHJ,mg PO4/l
"POINT (748970.000014851 4426732.00004783)","845",JU547,PO4,0.78333331744,> Valor frontera,"748970","4426732","30",CHJ,mg PO4/l
"POINT (777949.999969011 4502424.99995255)","846",JU550,PO4,0.02500000000,< LQ,"777950","4502425","30",CHJ,mg PO4/l
"POINT (578641.999965618 4444619.00004555)","847",JU573,PO4,0.03050000000,< LQ,"578642","4444619","30",CHJ,mg PO4/l
"POINT (583931.000028245 4421659.00002818)","848",JU575,PO4,0.05800000095,< LQ,"583931","4421659","30",CHJ,mg PO4/l
"POINT (637159.000034634 4347337.99998815)","849",JU581,PO4,0.03050000000,< LQ,"637159","4347338","30",CHJ,mg PO4/l
"POINT (574702.999994723 4436977.00002009)","850",JU599,PO4,0.03050000000,< LQ,"574703","4436977","30",CHJ,mg PO4/l
"POINT (653263.000026455 4360268.99997673)","851",JU602,PO4,0.03050000000,< LQ,"653263","4360269","30",CHJ,mg PO4/l
"POINT (732343.999991539 4276142.00004348)","852",JU605,PO4,0.10999999940,> LQ y < Valor frontera,"732344","4276142","30",CHJ,mg PO4/l
"POINT (665658.999977832 4340279.00002524)","853",JU608,PO4,0.02912500000,< LQ,"665659","4340279","30",CHJ,mg PO4/l
"POINT (531117.999955883 4710008.99999957)","854",EBR0088,PO4,0.04512500000,> LQ y < Valor frontera,"531118","4710009","30",CHE,mg PO4/l
"POINT (556789.999970156 4698187.99995642)","855",EBR0090,PO4,0.00860000000,> LQ y < Valor frontera,"556790","4698188","30",CHE,mg PO4/l
"POINT (558783.99995353 4719018.99999952)","856",EBR0091,PO4,0.11736300000,< LQ,"558784","4719019","30",CHE,mg PO4/l
"POINT (578903.000046228 4710100.00004813)","857",EBR0092,PO4,0.26143000000,> LQ y < Valor frontera,"578903","4710100","30",CHE,mg PO4/l
"POINT (633281.999970491 4691299.99998652)","858",EBR0093,PO4,0.23932500000,> LQ y < Valor frontera,"633282","4691300","30",CHE,mg PO4/l
"POINT (612488.000015892 4703464.99997133)","859",EBR0094,PO4,0.00942307692,> LQ y < Valor frontera,"612488","4703465","30",CHE,mg PO4/l
"POINT (603381.999955287 4725177.99998312)","860",EBR0095,PO4,0.02952500000,> LQ y < Valor frontera,"603382","4725178","30",CHE,mg PO4/l
"POINT (594283.000021295 4721074.99996549)","861",EBR0096,PO4,0.02815000000,> LQ y < Valor frontera,"594283","4721075","30",CHE,mg PO4/l
"POINT (602935.999966833 4670789.9999958)","862",EBR0097,PO4,0.06925583333,> LQ y < Valor frontera,"602936","4670790","30",CHE,mg PO4/l
"POINT (610574.999998135 4652238.999992)","863",EBR0098,PO4,0.12065000000,> LQ y < Valor frontera,"610575","4652239","30",CHE,mg PO4/l
"POINT (628543.000034738 4634903.00004229)","864",EBR0099,PO4,0.01310454545,> LQ y < Valor frontera,"628543","4634903","30",CHE,mg PO4/l
"POINT (653376.99997315 4684716.00003278)","865",EBR0100,PO4,0.03150000000,< LQ,"653377","4684716","30",CHE,mg PO4/l
"POINT (659899.000006932 4666901.00004117)","866",EBR0102,PO4,0.00350000000,< LQ,"659899","4666901","30",CHE,mg PO4/l
