WKT,OBJECTID,COD_ESTACI,ID_METRICA,PromedioDe,VALORACION,UTMX,UTMY,HUSO,NOM_DEMARC
"POINT (607912.999961747 4332883.99994753)","417",JU178,"22",17.20000076290,>Valor frontera M/B,"607913","4332884","30",CHJ
"POINT (628334.00001252 4376557.00003937)","418",JU180,"22",16.10000038150,>Valor frontera M/B,"628334","4376557","30",CHJ
"POINT (754325.99996077 4422822.99995685)","419",JU181,"22",9.50000000000,<Valor frontera M/B,"754326","4422823","30",CHJ
"POINT (707889.999990034 4328541.99996348)","420",JU183,"22",17.79999923710,>Valor frontera M/B,"707890","4328542","30",CHJ
"POINT (682541.999957921 4388321.00004497)","421",JU184,"22",17.20000076290,>Valor frontera M/B,"682542","4388321","30",CHJ
"POINT (716640.000005385 4322028.00002161)","422",JU185,"22",7.40000009537,<Valor frontera M/B,"716640","4322028","30",CHJ
"POINT (578689.999965132 4368491.9999985)","423",JU187,"22",16.39999961850,>Valor frontera M/B,"578690","4368492","30",CHJ
"POINT (746399.99998937 4427455.00001502)","424",JU189,"22",16.50000000000,>Valor frontera M/B,"746400","4427455","30",CHJ
"POINT (730405.999967501 4300664.00004449)","425",JU193,"22",13.00000000000,>Valor frontera M/B,"730406","4300664","30",CHJ
"POINT (695690.000007251 4358915.9999563)","426",JU194,"22",16.20000076290,>Valor frontera M/B,"695690","4358916","30",CHJ
"POINT (726755.000007792 4363778.99998212)","427",JU195,"22",11.10000038150,<Valor frontera M/B,"726755","4363779","30",CHJ
"POINT (687377.999976969 4357032.00002931)","428",JU196,"22",16.20000076290,>Valor frontera M/B,"687378","4357032","30",CHJ
"POINT (722938.000003395 4366541.00002798)","429",JU197,"22",8.30000019073,<Valor frontera M/B,"722938","4366541","30",CHJ
"POINT (689086.999976855 4397385.00000829)","430",JU304,"22",16.29999923710,>Valor frontera M/B,"689087","4397385","30",CHJ
"POINT (747942.000034716 4433938.99996848)","431",JU306,"22",14.69999980930,>Valor frontera M/B,"747942","4433939","30",CHJ
"POINT (703944.999972236 4321062.99996054)","432",JU321,"22",8.89999961853,<Valor frontera M/B,"703945","4321063","30",CHJ
"POINT (567831.000010895 4436481.99996472)","433",JU322,"22",18.10000038150,>Valor frontera M/B,"567831","4436482","30",CHJ
"POINT (604640.99999782 4397301.99998646)","434",JU326,"22",13.39999961850,>Valor frontera M/B,"604641","4397302","30",CHJ
"POINT (572971.000030711 4435162.00003615)","435",JU333,"22",16.10000038150,>Valor frontera M/B,"572971","4435162","30",CHJ
"POINT (568812.999997884 4429404.9999788)","436",JU336,"22",13.39999961850,>Valor frontera M/B,"568813","4429405","30",CHJ
"POINT (654415.99999745 4454734.00001484)","437",JU390,"22",17.70000076290,>Valor frontera M/B,"654416","4454734","30",CHJ
"POINT (716923.99998036 4307318.00001503)","438",JU404,"22",9.50000000000,<Valor frontera M/B,"716924","4307318","30",CHJ
"POINT (717492.000014638 4336879.00004104)","439",JU405,"22",16.39999961850,>Valor frontera M/B,"717492","4336879","30",CHJ
"POINT (726506.999991987 4342379.99998077)","440",JU406,"22",11.19999980930,>Valor frontera M/B,"726507","4342380","30",CHJ
"POINT (752776.999994744 4283078.00002612)","441",JU408,"22",17.00000000000,>Valor frontera M/B,"752777","4283078","30",CHJ
"POINT (579959.000014565 4370672.00000301)","442",JU411,"22",17.79999923710,>Valor frontera M/B,"579959","4370672","30",CHJ
"POINT (657514.999980323 4442062.0000287)","443",JU415,"22",17.29999923710,>Valor frontera M/B,"657515","4442062","30",CHJ
"POINT (574148.999953981 4406737.99997394)","444",JU422,"22",13.50000000000,>Valor frontera M/B,"574149","4406738","30",CHJ
"POINT (572981.000000079 4406719.00004455)","445",JU423,"22",16.29999923710,>Valor frontera M/B,"572981","4406719","30",CHJ
"POINT (704883.000013932 4373058.99997298)","446",JU424,"22",4.09999990463,<Valor frontera M/B,"704883","4373059","30",CHJ
"POINT (648264.99999279 4362622.99995197)","447",JU427,"22",12.10000038150,<Valor frontera M/B,"648265","4362623","30",CHJ
"POINT (617633.999963625 4435887.99995633)","448",JU438,"22",16.00000000000,>Valor frontera M/B,"617634","4435888","30",CHJ
"POINT (717435.000009961 4437130.00002746)","449",JU457,"22",15.60000038150,>Valor frontera M/B,"717435","4437130","30",CHJ
"POINT (624432.999999161 4428869.0000421)","450",JU458,"22",18.00000000000,>Valor frontera M/B,"624433","4428869","30",CHJ
"POINT (664201.999953277 4347470.99997703)","451",JU459,"22",17.39999961850,>Valor frontera M/B,"664202","4347471","30",CHJ
"POINT (752349.000011761 4282473.9999909)","452",JU460,"22",15.69999980930,>Valor frontera M/B,"752349","4282474","30",CHJ
"POINT (655886.999986732 4457325.99996629)","453",JU461,"22",15.89999961850,>Valor frontera M/B,"655887","4457326","30",CHJ
"POINT (709059.999970724 4327791.99995649)","454",JU462,"22",16.20000076290,>Valor frontera M/B,"709060","4327792","30",CHJ
"POINT (720725.000022884 4362066.99997408)","455",JU464,"22",14.50000000000,>Valor frontera M/B,"720725","4362067","30",CHJ
"POINT (755537.000015353 4304749.00002091)","456",JU465,"22",12.19999980930,>Valor frontera M/B,"755537","4304749","30",CHJ
"POINT (623454.000027257 4427022.00002626)","457",JU468,"22",17.89999961850,>Valor frontera M/B,"623454","4427022","30",CHJ
"POINT (685517.999972265 4453065.99999575)","458",JU497,"22",18.29999923710,>Valor frontera M/B,"685518","4453066","30",CHJ
"POINT (640135.999996763 4451733.99995372)","459",JU498,"22",18.79999923710,>Valor frontera M/B,"640136","4451734","30",CHJ
"POINT (777136.999951894 4503290.9999942)","460",JU502,"22",15.69999980930,>Valor frontera M/B,"777137","4503291","30",CHJ
"POINT (725849.999990541 4433977.00002069)","461",JU503,"22",16.79999923710,>Valor frontera M/B,"725850","4433977","30",CHJ
"POINT (692493.000017212 4462455.00000634)","462",JU505,"22",18.10000038150,>Valor frontera M/B,"692493","4462455","30",CHJ
"POINT (690819.000009747 4447418.99995846)","463",JU506,"22",17.70000076290,>Valor frontera M/B,"690819","4447419","30",CHJ
"POINT (697252.000016569 4452415.00000684)","464",JU507,"22",18.60000038150,>Valor frontera M/B,"697252","4452415","30",CHJ
"POINT (712783.999998239 4440329.99995096)","465",JU508,"22",17.00000000000,>Valor frontera M/B,"712784","4440330","30",CHJ
"POINT (737381.999955117 4430012.00003524)","466",JU510,"22",16.50000000000,>Valor frontera M/B,"737382","4430012","30",CHJ
"POINT (633580.000049535 4476925.0000028)","467",JU513,"22",14.69999980930,>Valor frontera M/B,"633580","4476925","30",CHJ
"POINT (582552.999974615 4435808.99998576)","468",JU520,"22",17.79999923710,>Valor frontera M/B,"582553","4435809","30",CHJ
"POINT (573181.000006883 4436542.00002895)","469",JU521,"22",17.79999923710,>Valor frontera M/B,"573181","4436542","30",CHJ
"POINT (601075.999972386 4430597.9999485)","470",JU523,"22",18.79999923710,>Valor frontera M/B,"601076","4430598","30",CHJ
"POINT (718637.999973698 4308870.99998656)","471",JU525,"22",9.60000038147,<Valor frontera M/B,"718638","4308871","30",CHJ
"POINT (707950.000024713 4316920.99995167)","472",JU526,"22",15.19999980930,>Valor frontera M/B,"707950","4316921","30",CHJ
"POINT (647504.000031749 4379967.00001776)","473",JU529,"22",15.69999980930,>Valor frontera M/B,"647504","4379967","30",CHJ
"POINT (755407.000006088 4304609.00003254)","474",JU532,"22",14.00000000000,>Valor frontera M/B,"755407","4304609","30",CHJ
"POINT (746719.000012306 4283551.99995144)","475",JU536,"22",14.30000019070,>Valor frontera M/B,"746719","4283552","30",CHJ
"POINT (752430.000018053 4283080.99997488)","476",JU538,"22",16.10000038150,>Valor frontera M/B,"752430","4283081","30",CHJ
"POINT (737760.999964799 4269038.99999453)","477",JU539,"22",14.80000019070,>Valor frontera M/B,"737761","4269039","30",CHJ
"POINT (714259.999997664 4263253.99998707)","478",JU540,"22",11.60000038150,<Valor frontera M/B,"714260","4263254","30",CHJ
"POINT (722099.000012851 4257709.9999586)","479",JU541,"22",7.00000000000,<Valor frontera M/B,"722099","4257710","30",CHJ
"POINT (748970.000014851 4426732.00004783)","480",JU547,"22",18.10000038150,>Valor frontera M/B,"748970","4426732","30",CHJ
"POINT (578641.999965618 4444619.00004555)","481",JU573,"22",18.29999923710,>Valor frontera M/B,"578642","4444619","30",CHJ
"POINT (574702.999994723 4436977.00002009)","482",JU599,"22",18.89999961850,>Valor frontera M/B,"574703","4436977","30",CHJ
"POINT (653263.000026455 4360268.99997673)","483",JU602,"22",16.50000000000,>Valor frontera M/B,"653263","4360269","30",CHJ
"POINT (665658.999977832 4340279.00002524)","484",JU608,"22",18.50000000000,>Valor frontera M/B,"665659","4340279","30",CHJ
"POINT (556789.999970156 4698187.99995642)","485",EBR0090,"22",13.70000000000,>Valor frontera M/B,"556790","4698188","30",CHE
"POINT (558783.99995353 4719018.99999952)","486",EBR0091,"22",9.00000000000,<Valor frontera M/B,"558784","4719019","30",CHE
"POINT (612488.000015892 4703464.99997133)","487",EBR0094,"22",10.00000000000,<Valor frontera M/B,"612488","4703465","30",CHE
"POINT (603381.999955287 4725177.99998312)","488",EBR0095,"22",13.50000000000,>Valor frontera M/B,"603382","4725178","30",CHE
"POINT (594283.000021295 4721074.99996549)","489",EBR0096,"22",8.10000000000,<Valor frontera M/B,"594283","4721075","30",CHE
"POINT (602935.999966833 4670789.9999958)","490",EBR0097,"22",13.80000000000,>Valor frontera M/B,"602936","4670790","30",CHE
"POINT (628543.000034738 4634903.00004229)","491",EBR0099,"22",12.30000000000,<Valor frontera M/B,"628543","4634903","30",CHE
"POINT (653376.99997315 4684716.00003278)","492",EBR0100,"22",19.10000000000,>Valor frontera M/B,"653377","4684716","30",CHE
"POINT (661601.99998481 4664125.99995161)","493",EBR0103,"22",13.90000000000,>Valor frontera M/B,"661602","4664126","30",CHE
"POINT (650416.000046231 4660982.99999836)","494",EBR0104,"22",9.10000000000,<Valor frontera M/B,"650416","4660983","30",CHE
"POINT (642717.99995521 4669162.00001011)","495",EBR0105,"22",10.40000000000,<Valor frontera M/B,"642718","4669162","30",CHE
"POINT (645016.999964812 4645621.00001516)","496",EBR0106,"22",12.80000000000,>Valor frontera M/B,"645017","4645621","30",CHE
"POINT (607137.999961301 4575057.99999884)","497",EBR0108,"22",17.40000000000,>Valor frontera M/B,"607138","4575058","30",CHE
"POINT (615280.999998964 4572326.0000061)","498",EBR0109,"22",14.90000000000,>Valor frontera M/B,"615281","4572326","30",CHE
"POINT (632046.000014448 4580856.00002589)","499",EBR0113,"22",19.20000000000,>Valor frontera M/B,"632046","4580856","30",CHE
"POINT (668649.999983466 4601488.00000307)","500",EBR0115,"22",12.40000000000,<Valor frontera M/B,"668650","4601488","30",CHE
"POINT (688154.000003938 4683299.99996707)","501",EBR0116,"22",14.60000000000,>Valor frontera M/B,"688154","4683300","30",CHE
"POINT (687870.00002662 4643415.00002049)","502",EBR0120,"22",9.90000000000,<Valor frontera M/B,"687870","4643415","30",CHE
"POINT (702956.000039476 4571476.99998112)","503",EBR0129,"22",13.10000000000,>Valor frontera M/B,"702956","4571477","30",CHE
"POINT (697697.00000376 4542646.99997086)","504",EBR0133,"22",16.40000000000,>Valor frontera M/B,"697697","4542647","30",CHE
"POINT (703207.00000068 4536865.99998172)","505",EBR0134,"22",13.50000000000,>Valor frontera M/B,"703207","4536866","30",CHE
"POINT (713205.000024974 4559955.00002282)","506",EBR0135,"22",13.80000000000,>Valor frontera M/B,"713205","4559955","30",CHE
"POINT (733484.99996193 4524142.99998697)","507",EBR0137,"22",15.30000000000,>Valor frontera M/B,"733485","4524143","30",CHE
"POINT (740580.999957408 4520073.00000423)","508",EBR0138,"22",17.40000000000,>Valor frontera M/B,"740581","4520073","30",CHE
"POINT (720736.999987905 4530553.00001205)","509",EBR0140,"22",13.10000000000,>Valor frontera M/B,"720737","4530553","30",CHE
"POINT (738281.999993426 4538069.99996521)","510",EBR0143,"22",14.10000000000,>Valor frontera M/B,"738282","4538070","30",CHE
"POINT (744584.999972615 4536034.00000675)","511",EBR0144,"22",14.90000000000,>Valor frontera M/B,"744585","4536034","30",CHE
"POINT (742288.999967665 4548964.99998291)","512",EBR0145,"22",15.70000000000,>Valor frontera M/B,"742289","4548965","30",CHE
"POINT (757447.999972746 4659391.99994882)","513",EBR0153,"22",14.70000000000,>Valor frontera M/B,"757448","4659392","30",CHE
"POINT (773546.999981928 4647726.99995012)","514",EBR0154,"22",15.80000000000,>Valor frontera M/B,"773547","4647727","30",CHE
"POINT (725485.999953274 4666086.00001061)","515",EBR0158,"22",17.20000000000,>Valor frontera M/B,"725486","4666086","30",CHE
"POINT (732708.00003872 4650153.99998721)","516",EBR0160,"22",15.30000000000,>Valor frontera M/B,"732708","4650154","30",CHE
"POINT (716962.999975278 4666187.99998054)","517",EBR0162,"22",18.10000000000,>Valor frontera M/B,"716963","4666188","30",CHE
"POINT (713460.999989069 4670020.99997739)","518",EBR0163,"22",6.10000000000,<Valor frontera M/B,"713461","4670021","30",CHE
"POINT (728983.000004426 4634826.99996845)","519",EBR0164,"22",14.00000000000,>Valor frontera M/B,"728983","4634827","30",CHE
"POINT (752727.000005126 4620584.99999219)","520",EBR0165,"22",13.60000000000,>Valor frontera M/B,"752727","4620585","30",CHE
"POINT (781496.00002875 4624192.99996775)","521",EBR0166,"22",10.40000000000,<Valor frontera M/B,"781496","4624193","30",CHE
"POINT (762731.00004183 4554901.00000937)","522",EBR0167b,"22",17.40000000000,>Valor frontera M/B,"762731","4554901","30",CHE
"POINT (489032.999964636 4680540.00001381)","523",EBR0179,"22",17.10000000000,>Valor frontera M/B,"489033","4680540","30",CHE
"POINT (482791.00001879 4681659.99997101)","524",EBR0180,"22",16.00000000000,>Valor frontera M/B,"482791","4681660","30",CHE
"POINT (497750.000033766 4666053.00005146)","525",EBR0183,"22",15.30000000000,>Valor frontera M/B,"497750","4666053","30",CHE
"POINT (510627.999968942 4663714.99999604)","526",EBR0194,"22",16.70000000000,>Valor frontera M/B,"510628","4663715","30",CHE
"POINT (517684.999990723 4657671.99998705)","527",EBR0197,"22",17.50000000000,>Valor frontera M/B,"517685","4657672","30",CHE
"POINT (530471.000027002 4671659.0000124)","528",EBR0203,"22",16.50000000000,>Valor frontera M/B,"530471","4671659","30",CHE
"POINT (431757.999966279 4730851.99997216)","529",EBR0217,"22",17.70000000000,>Valor frontera M/B,"431758","4730852","30",CHE
"POINT (464518.000047576 4726514.99999106)","530",EBR0223,"22",14.30000000000,>Valor frontera M/B,"464518","4726515","30",CHE
"POINT (474096.999972116 4749123.99996134)","531",EBR0234,"22",15.10000000000,>Valor frontera M/B,"474097","4749124","30",CHE
"POINT (481598.000016402 4721736.00001708)","532",EBR0238,"22",14.60000000000,>Valor frontera M/B,"481598","4721736","30",CHE
"POINT (496198.000045147 4723069.99996855)","533",EBR0239,"22",15.70000000000,>Valor frontera M/B,"496198","4723070","30",CHE
"POINT (507446.000044972 4732794.00001389)","534",EBR0240,"22",14.80000000000,>Valor frontera M/B,"507446","4732794","30",CHE
"POINT (546408.999986515 4742698.0000052)","535",EBR0241,"22",13.10000000000,>Valor frontera M/B,"546409","4742698","30",CHE
"POINT (530271.99999789 4751806.99998334)","536",EBR0243,"22",14.50000000000,>Valor frontera M/B,"530272","4751807","30",CHE
"POINT (535679.999988479 4745566.00004723)","537",EBR0244,"22",14.50000000000,>Valor frontera M/B,"535680","4745566","30",CHE
"POINT (516097.999967462 4740207.00000631)","538",EBR0249,"22",8.70000000000,<Valor frontera M/B,"516098","4740207","30",CHE
"POINT (523278.000018976 4722005.9999992)","539",EBR0255,"22",16.25000000000,>Valor frontera M/B,"523278","4722006","30",CHE
"POINT (482764.999969126 4696325.00004777)","540",EBR0256,"22",13.70000000000,>Valor frontera M/B,"482765","4696325","30",CHE
"POINT (491106.999973085 4695600.0000287)","541",EBR0259,"22",15.40000000000,>Valor frontera M/B,"491107","4695600","30",CHE
"POINT (493608.999952566 4697234.00002714)","542",EBR0260,"22",11.80000000000,<Valor frontera M/B,"493609","4697234","30",CHE
"POINT (502527.000040141 4709993.99996823)","543",EBR0261,"22",15.40000000000,>Valor frontera M/B,"502527","4709994","30",CHE
"POINT (514423.999968331 4695497.00002446)","544",EBR0271,"22",14.30000000000,>Valor frontera M/B,"514424","4695497","30",CHE
"POINT (524664.999951639 4704525.00001729)","545",EBR0274,"22",14.90000000000,>Valor frontera M/B,"524665","4704525","30",CHE
"POINT (555605.999972861 4717128.00003499)","546",EBR0278,"22",13.80000000000,>Valor frontera M/B,"555606","4717128","30",CHE
"POINT (552591.999980497 4731650.00001341)","547",EBR0281,"22",14.90000000000,>Valor frontera M/B,"552592","4731650","30",CHE
"POINT (582641.000000514 4730406.00002089)","548",EBR0284,"22",14.50000000000,>Valor frontera M/B,"582641","4730406","30",CHE
"POINT (582742.999994118 4720444.00001688)","549",EBR0285,"22",12.10000000000,<Valor frontera M/B,"582743","4720444","30",CHE
"POINT (579356.0000112 4675344.99995084)","550",EBR0288a,"22",15.60000000000,>Valor frontera M/B,"579356","4675345","30",CHE
"POINT (656930.999966069 4707549.00003499)","551",EBR0291,"22",15.20000000000,>Valor frontera M/B,"656931","4707549","30",CHE
"POINT (612056.000016979 4722692.00001355)","552",EBR0292,"22",15.80000000000,>Valor frontera M/B,"612056","4722692","30",CHE
"POINT (619268.999988079 4730460.00000609)","553",EBR0294,"22",11.45000000000,<Valor frontera M/B,"619269","4730460","30",CHE
"POINT (577677.000033333 4642327.00005065)","554",EBR0295,"22",12.00000000000,<Valor frontera M/B,"577677","4642327","30",CHE
"POINT (588708.999986276 4641154.9999598)","555",EBR0298,"22",13.60000000000,>Valor frontera M/B,"588709","4641155","30",CHE
"POINT (599142.999989139 4660894.00003375)","556",EBR0299,"22",16.40000000000,>Valor frontera M/B,"599143","4660894","30",CHE
"POINT (598002.999995929 4635335.00004137)","557",EBR0300,"22",15.30000000000,>Valor frontera M/B,"598003","4635335","30",CHE
"POINT (606874.999971073 4642369.00001945)","558",EBR0301,"22",11.10000000000,<Valor frontera M/B,"606875","4642369","30",CHE
"POINT (665200.000048242 4700463.9999984)","559",EBR0303,"22",16.70000000000,>Valor frontera M/B,"665200","4700464","30",CHE
"POINT (565493.999999479 4563606.00000496)","560",EBR0308a,"22",14.50000000000,>Valor frontera M/B,"565494","4563606","30",CHE
"POINT (581206.000028263 4590819.00001147)","561",EBR0311,"22",13.70000000000,>Valor frontera M/B,"581206","4590819","30",CHE
"POINT (597036.000032549 4574130.00001686)","562",EBR0314,"22",12.50000000000,>Valor frontera M/B,"597036","4574130","30",CHE
"POINT (611348.999975816 4538463.00002247)","563",EBR0315,"22",15.30000000000,>Valor frontera M/B,"611349","4538463","30",CHE
"POINT (581480.000044486 4546676.99998581)","564",EBR0319,"22",15.90000000000,>Valor frontera M/B,"581480","4546677","30",CHE
"POINT (599189.999983494 4571736.99995412)","565",EBR0320,"22",15.90000000000,>Valor frontera M/B,"599190","4571737","30",CHE
"POINT (593918.999980415 4588600.99999132)","566",EBR0321,"22",14.40000000000,>Valor frontera M/B,"593919","4588601","30",CHE
"POINT (641230.999977135 4526045.00002912)","567",EBR0322,"22",15.50000000000,>Valor frontera M/B,"641231","4526045","30",CHE
"POINT (630724.999955328 4553743.99995945)","568",EBR0323,"22",13.90000000000,>Valor frontera M/B,"630725","4553744","30",CHE
"POINT (624800.000031181 4571500.00004934)","569",EBR0324,"22",15.50000000000,>Valor frontera M/B,"624800","4571500","30",CHE
"POINT (602454.000046584 4589296.00002373)","570",EBR0325,"22",14.40000000000,>Valor frontera M/B,"602454","4589296","30",CHE
"POINT (611393.000023347 4612528.99999708)","571",EBR0326,"22",14.90000000000,>Valor frontera M/B,"611393","4612529","30",CHE
"POINT (673873.000045751 4536001.00001673)","572",EBR0333,"22",15.65000000000,>Valor frontera M/B,"673873","4536001","30",CHE
"POINT (682479.999964481 4522448.99998189)","573",EBR0342a,"22",15.70000000000,>Valor frontera M/B,"682480","4522449","30",CHE
"POINT (689745.99996248 4526671.99999121)","574",EBR0344,"22",16.10000000000,>Valor frontera M/B,"689746","4526672","30",CHE
"POINT (700608.999971133 4507502.99998698)","575",EBR0349,"22",17.20000000000,>Valor frontera M/B,"700609","4507503","30",CHE
"POINT (714975.000009947 4508109.00000306)","576",EBR0351,"22",19.00000000000,>Valor frontera M/B,"714975","4508109","30",CHE
"POINT (738153.999981893 4509635.99995952)","577",EBR0356,"22",18.10000000000,>Valor frontera M/B,"738154","4509636","30",CHE
"POINT (823660.99998548 4671257.00001622)","578",EBR0365,"22",17.10000000000,>Valor frontera M/B,"823661","4671257","30",CHE
"POINT (783215.000003625 4678514.00000525)","579",EBR0372,"22",15.10000000000,>Valor frontera M/B,"783215","4678514","30",CHE
"POINT (781284.000038909 4669413.00001605)","580",EBR0374,"22",14.70000000000,>Valor frontera M/B,"781284","4669413","30",CHE
"POINT (751892.999979661 4680795.0000008)","581",EBR0375,"22",16.80000000000,>Valor frontera M/B,"751893","4680795","30",CHE
"POINT (744304.999949043 4683430.00002393)","582",EBR0377,"22",15.60000000000,>Valor frontera M/B,"744305","4683430","30",CHE
"POINT (739128.999967392 4667370.00002273)","583",EBR0381,"22",17.10000000000,>Valor frontera M/B,"739129","4667370","30",CHE
"POINT (724254.000027091 4677029.00000085)","584",EBR0382,"22",17.30000000000,>Valor frontera M/B,"724254","4677029","30",CHE
"POINT (770384.999989924 4520121.99996313)","585",EBR0383,"22",18.60000000000,>Valor frontera M/B,"770385","4520122","30",CHE
"POINT (763594.000043347 4526887.99999524)","586",EBR0390,"22",16.80000000000,>Valor frontera M/B,"763594","4526888","30",CHE
"POINT (764307.999963707 4530018.99995206)","587",EBR0391,"22",16.50000000000,>Valor frontera M/B,"764308","4530019","30",CHE
"POINT (757740.000045342 4526335.00001866)","588",EBR0396,"22",16.90000000000,>Valor frontera M/B,"757740","4526335","30",CHE
"POINT (774163.000043477 4534300.00001269)","589",EBR0398,"22",18.10000000000,>Valor frontera M/B,"774163","4534300","30",CHE
"POINT (478913.000023454 4737264.00001967)","590",EBR0401,"22",15.20000000000,>Valor frontera M/B,"478913","4737264","30",CHE
"POINT (502130.999970284 4727248.00003797)","591",EBR0402,"22",15.40000000000,>Valor frontera M/B,"502131","4727248","30",CHE
"POINT (504230.999954191 4725736.00000658)","592",EBR0403,"22",13.80000000000,>Valor frontera M/B,"504231","4725736","30",CHE
"POINT (512018.99999247 4733648.99998446)","593",EBR0405,"22",8.10000000000,<Valor frontera M/B,"512019","4733649","30",CHE
"POINT (508433.000033393 4724914.99996343)","594",EBR0406,"22",12.70000000000,<Valor frontera M/B,"508433","4724915","30",CHE
"POINT (511914.000022239 4715957.9999802)","595",EBR0408,"22",14.20000000000,>Valor frontera M/B,"511914","4715958","30",CHE
"POINT (532903.000004601 4702924.99999289)","596",EBR0410,"22",12.70000000000,<Valor frontera M/B,"532903","4702925","30",CHE
"POINT (553345.000030713 4701445.99995684)","597",EBR0411,"22",6.10000000000,<Valor frontera M/B,"553345","4701446","30",CHE
"POINT (577778.999998229 4691178.00001418)","598",EBR0413,"22",6.90000000000,<Valor frontera M/B,"577779","4691178","30",CHE
"POINT (586768.999983774 4691985.99997388)","599",EBR0414,"22",12.60000000000,<Valor frontera M/B,"586769","4691986","30",CHE
"POINT (594841.999979693 4678697.99998518)","600",EBR0416,"22",8.00000000000,<Valor frontera M/B,"594842","4678698","30",CHE
"POINT (640373.999989868 4720063.0000429)","601",EBR0418,"22",16.90000000000,>Valor frontera M/B,"640374","4720063","30",CHE
"POINT (629948.999960825 4697887.00003688)","602",EBR0420,"22",16.70000000000,>Valor frontera M/B,"629949","4697887","30",CHE
"POINT (605159.000007981 4685834.99999948)","603",EBR0421,"22",13.10000000000,>Valor frontera M/B,"605159","4685835","30",CHE
"POINT (594780.999999813 4730889.99999201)","604",EBR0422,"22",11.00000000000,<Valor frontera M/B,"594781","4730890","30",CHE
"POINT (598461.000025416 4704229.0000088)","605",EBR0423,"22",8.90000000000,<Valor frontera M/B,"598461","4704229","30",CHE
"POINT (684953.999991817 4679992.00003919)","606",EBR0425,"22",16.00000000000,>Valor frontera M/B,"684954","4679992","30",CHE
"POINT (680545.000038253 4618461.000004)","607",EBR0426,"22",14.20000000000,>Valor frontera M/B,"680545","4618461","30",CHE
"POINT (821724.999992082 4644219.99997042)","608",EBR0427,"22",16.60000000000,>Valor frontera M/B,"821725","4644220","30",CHE
"POINT (803273.999958338 4628328.9999949)","609",EBR0431,"22",13.20000000000,>Valor frontera M/B,"803274","4628329","30",CHE
"POINT (802800.999973278 4613701.00002251)","610",EBR0432,"22",13.46666666670,>Valor frontera M/B,"802801","4613701","30",CHE
"POINT (787998.999998933 4597239.00000278)","611",EBR0433,"22",9.40000000000,<Valor frontera M/B,"787999","4597239","30",CHE
"POINT (771137.99998215 4666934.00004724)","612",EBR0434,"22",16.80000000000,>Valor frontera M/B,"771138","4666934","30",CHE
"POINT (764256.000001744 4660704.99997275)","613",EBR0435,"22",16.50000000000,>Valor frontera M/B,"764256","4660705","30",CHE
"POINT (761676.000018927 4641809.99998979)","614",EBR0437,"22",12.10000000000,<Valor frontera M/B,"761676","4641810","30",CHE
"POINT (779813.000043443 4599920.99999614)","615",EBR0441,"22",10.20000000000,<Valor frontera M/B,"779813","4599921","30",CHE
"POINT (617324.00001569 4582052.00001861)","616",EBR0443,"22",13.50000000000,>Valor frontera M/B,"617324","4582052","30",CHE
"POINT (620018.999971955 4591125.99999167)","617",EBR0444,"22",14.60000000000,>Valor frontera M/B,"620019","4591126","30",CHE
"POINT (631359.999962077 4595269.00003749)","618",EBR0445,"22",9.80000000000,<Valor frontera M/B,"631360","4595269","30",CHE
"POINT (645287.0000233 4613850.9999776)","619",EBR0446,"22",14.15000000000,>Valor frontera M/B,"645287","4613851","30",CHE
"POINT (613403.999974613 4667862.99997834)","620",EBR0448,"22",13.90000000000,>Valor frontera M/B,"613404","4667863","30",CHE
"POINT (625254.999979217 4651895.00000031)","621",EBR0449,"22",10.50000000000,>Valor frontera M/B,"625255","4651895","30",CHE
"POINT (651756.000034234 4632539.00003543)","622",EBR0451,"22",11.60000000000,>Valor frontera M/B,"651756","4632539","30",CHE
"POINT (670526.999950905 4619557.00003815)","623",EBR0452,"22",8.40000000000,<Valor frontera M/B,"670527","4619557","30",CHE
"POINT (678633.000014824 4613484.0000162)","624",EBR0453,"22",5.40000000000,<Valor frontera M/B,"678633","4613484","30",CHE
"POINT (688603.999957013 4606269.00002011)","625",EBR0454,"22",10.90000000000,>Valor frontera M/B,"688604","4606269","30",CHE
"POINT (708942.999964107 4593732.99996481)","626",EBR0455,"22",9.10000000000,>Valor frontera M/B,"708943","4593733","30",CHE
"POINT (721728.000025891 4577844.99999372)","627",EBR0456,"22",9.60000000000,>Valor frontera M/B,"721728","4577845","30",CHE
"POINT (799023.999952707 4571951.00003596)","628",EBR0459,"22",6.10000000000,<Valor frontera M/B,"799024","4571951","30",CHE
"POINT (798667.9999702 4568015.99997163)","629",EBR0460,"22",10.10000000000,>Valor frontera M/B,"798668","4568016","30",CHE
"POINT (805383.000036242 4550995.00003907)","630",EBR0461,"22",14.93333333330,>Valor frontera M/B,"805383","4550995","30",CHE
"POINT (795677.000008588 4531432.99995773)","631",EBR0463,"22",12.25000000000,>Valor frontera M/B,"795677","4531433","30",CHE
"POINT (404115.999953928 4758763.00004521)","632",EBR0465,"22",18.10000000000,>Valor frontera M/B,"404116","4758763","30",CHE
"POINT (451957.999973924 4754953.00000454)","633",EBR0474,"22",17.80000000000,>Valor frontera M/B,"451958","4754953","30",CHE
"POINT (460430.999982849 4765151.99995314)","634",EBR0477,"22",18.80000000000,>Valor frontera M/B,"460431","4765152","30",CHE
