WKT,OBJECTID,COD_ESTACI,COD_METRIC,MínDeVALO,UTMX,UTMY,HUSO,NOM_DEMARC
"POINT (687870.00002662 4643415.00002049)","667",EBR0120,IBMWP,<Valor frontera M/B,"687870","4643415","30",CHE
"POINT (702956.000039476 4571476.99998112)","668",EBR0129,IBMWP,>Valor frontera M/B,"702956","4571477","30",CHE
"POINT (697697.00000376 4542646.99997086)","669",EBR0133,IBMWP,<Valor frontera M/B,"697697","4542647","30",CHE
"POINT (703207.00000068 4536865.99998172)","670",EBR0134,IBMWP,<Valor frontera M/B,"703207","4536866","30",CHE
"POINT (713205.000024974 4559955.00002282)","671",EBR0135,IBMWP,<Valor frontera M/B,"713205","4559955","30",CHE
"POINT (733484.99996193 4524142.99998697)","672",EBR0137,IBMWP,>Valor frontera M/B,"733485","4524143","30",CHE
"POINT (740580.999957408 4520073.00000423)","673",EBR0138,IBMWP,>Valor frontera M/B,"740581","4520073","30",CHE
"POINT (720736.999987905 4530553.00001205)","674",EBR0140,IBMWP,>Valor frontera M/B,"720737","4530553","30",CHE
"POINT (738281.999993426 4538069.99996521)","675",EBR0143,IBMWP,>Valor frontera M/B,"738282","4538070","30",CHE
"POINT (744584.999972615 4536034.00000675)","676",EBR0144,IBMWP,<Valor frontera M/B,"744585","4536034","30",CHE
"POINT (742288.999967665 4548964.99998291)","677",EBR0145,IBMWP,<Valor frontera M/B,"742289","4548965","30",CHE
"POINT (757447.999972746 4659391.99994882)","678",EBR0153,IBMWP,>Valor frontera M/B,"757448","4659392","30",CHE
"POINT (773546.999981928 4647726.99995012)","679",EBR0154,IBMWP,>Valor frontera M/B,"773547","4647727","30",CHE
"POINT (725485.999953274 4666086.00001061)","680",EBR0158,IBMWP,>Valor frontera M/B,"725486","4666086","30",CHE
"POINT (732708.00003872 4650153.99998721)","681",EBR0160,IBMWP,<Valor frontera M/B,"732708","4650154","30",CHE
"POINT (716962.999975278 4666187.99998054)","682",EBR0162,IBMWP,>Valor frontera M/B,"716963","4666188","30",CHE
"POINT (713460.999989069 4670020.99997739)","683",EBR0163,IBMWP,<Valor frontera M/B,"713461","4670021","30",CHE
"POINT (728983.000004426 4634826.99996845)","684",EBR0164,IBMWP,>Valor frontera M/B,"728983","4634827","30",CHE
"POINT (752727.000005126 4620584.99999219)","685",EBR0165,IBMWP,>Valor frontera M/B,"752727","4620585","30",CHE
"POINT (781496.00002875 4624192.99996775)","686",EBR0166,IBMWP,>Valor frontera M/B,"781496","4624193","30",CHE
"POINT (762731.00004183 4554901.00000937)","687",EBR0167b,IBMWP,>Valor frontera M/B,"762731","4554901","30",CHE
"POINT (489032.999964636 4680540.00001381)","688",EBR0179,IBMWP,>Valor frontera M/B,"489033","4680540","30",CHE
"POINT (482791.00001879 4681659.99997101)","689",EBR0180,IBMWP,>Valor frontera M/B,"482791","4681660","30",CHE
"POINT (497750.000033766 4666053.00005146)","690",EBR0183,IBMWP,>Valor frontera M/B,"497750","4666053","30",CHE
"POINT (510627.999968942 4663714.99999604)","691",EBR0194,IBMWP,>Valor frontera M/B,"510628","4663715","30",CHE
"POINT (517684.999990723 4657671.99998705)","692",EBR0197,IBMWP,>Valor frontera M/B,"517685","4657672","30",CHE
"POINT (530471.000027002 4671659.0000124)","693",EBR0203,IBMWP,>Valor frontera M/B,"530471","4671659","30",CHE
"POINT (431757.999966279 4730851.99997216)","694",EBR0217,IBMWP,>Valor frontera M/B,"431758","4730852","30",CHE
"POINT (464518.000047576 4726514.99999106)","695",EBR0223,IBMWP,<Valor frontera M/B,"464518","4726515","30",CHE
"POINT (474096.999972116 4749123.99996134)","696",EBR0234,IBMWP,>Valor frontera M/B,"474097","4749124","30",CHE
"POINT (481598.000016402 4721736.00001708)","697",EBR0238,IBMWP,>Valor frontera M/B,"481598","4721736","30",CHE
"POINT (496198.000045147 4723069.99996855)","698",EBR0239,IBMWP,>Valor frontera M/B,"496198","4723070","30",CHE
"POINT (507446.000044972 4732794.00001389)","699",EBR0240,IBMWP,>Valor frontera M/B,"507446","4732794","30",CHE
"POINT (546408.999986515 4742698.0000052)","700",EBR0241,IBMWP,>Valor frontera M/B,"546409","4742698","30",CHE
"POINT (530271.99999789 4751806.99998334)","701",EBR0243,IBMWP,<Valor frontera M/B,"530272","4751807","30",CHE
"POINT (535679.999988479 4745566.00004723)","702",EBR0244,IBMWP,>Valor frontera M/B,"535680","4745566","30",CHE
"POINT (516097.999967462 4740207.00000631)","703",EBR0249,IBMWP,<Valor frontera M/B,"516098","4740207","30",CHE
"POINT (523278.000018976 4722005.9999992)","704",EBR0255,IBMWP,>Valor frontera M/B,"523278","4722006","30",CHE
"POINT (482764.999969126 4696325.00004777)","705",EBR0256,IBMWP,<Valor frontera M/B,"482765","4696325","30",CHE
"POINT (491106.999973085 4695600.0000287)","706",EBR0259,IBMWP,>Valor frontera M/B,"491107","4695600","30",CHE
"POINT (493608.999952566 4697234.00002714)","707",EBR0260,IBMWP,>Valor frontera M/B,"493609","4697234","30",CHE
"POINT (502527.000040141 4709993.99996823)","708",EBR0261,IBMWP,<Valor frontera M/B,"502527","4709994","30",CHE
"POINT (514423.999968331 4695497.00002446)","709",EBR0271,IBMWP,<Valor frontera M/B,"514424","4695497","30",CHE
"POINT (524664.999951639 4704525.00001729)","710",EBR0274,IBMWP,>Valor frontera M/B,"524665","4704525","30",CHE
"POINT (555605.999972861 4717128.00003499)","711",EBR0278,IBMWP,>Valor frontera M/B,"555606","4717128","30",CHE
"POINT (552591.999980497 4731650.00001341)","712",EBR0281,IBMWP,>Valor frontera M/B,"552592","4731650","30",CHE
"POINT (582641.000000514 4730406.00002089)","713",EBR0284,IBMWP,>Valor frontera M/B,"582641","4730406","30",CHE
"POINT (582742.999994118 4720444.00001688)","714",EBR0285,IBMWP,>Valor frontera M/B,"582743","4720444","30",CHE
"POINT (579356.0000112 4675344.99995084)","715",EBR0288a,IBMWP,>Valor frontera M/B,"579356","4675345","30",CHE
"POINT (559220.999987734 4665551.9999597)","716",EBR0288b,IBMWP,>Valor frontera M/B,"559221","4665552","30",CHE
"POINT (656930.999966069 4707549.00003499)","717",EBR0291,IBMWP,<Valor frontera M/B,"656931","4707549","30",CHE
"POINT (612056.000016979 4722692.00001355)","718",EBR0292,IBMWP,>Valor frontera M/B,"612056","4722692","30",CHE
"POINT (619268.999988079 4730460.00000609)","719",EBR0294,IBMWP,>Valor frontera M/B,"619269","4730460","30",CHE
"POINT (577677.000033333 4642327.00005065)","720",EBR0295,IBMWP,>Valor frontera M/B,"577677","4642327","30",CHE
"POINT (588708.999986276 4641154.9999598)","721",EBR0298,IBMWP,>Valor frontera M/B,"588709","4641155","30",CHE
"POINT (599142.999989139 4660894.00003375)","722",EBR0299,IBMWP,>Valor frontera M/B,"599143","4660894","30",CHE
"POINT (598002.999995929 4635335.00004137)","723",EBR0300,IBMWP,>Valor frontera M/B,"598003","4635335","30",CHE
"POINT (606874.999971073 4642369.00001945)","724",EBR0301,IBMWP,>Valor frontera M/B,"606875","4642369","30",CHE
"POINT (665200.000048242 4700463.9999984)","725",EBR0303,IBMWP,>Valor frontera M/B,"665200","4700464","30",CHE
"POINT (565493.999999479 4563606.00000496)","726",EBR0308a,IBMWP,>Valor frontera M/B,"565494","4563606","30",CHE
"POINT (546884.000004165 4552609.00004258)","727",EBR0308b,IBMWP,>Valor frontera M/B,"546884","4552609","30",CHE
"POINT (581206.000028263 4590819.00001147)","728",EBR0311,IBMWP,>Valor frontera M/B,"581206","4590819","30",CHE
"POINT (597036.000032549 4574130.00001686)","729",EBR0314,IBMWP,>Valor frontera M/B,"597036","4574130","30",CHE
"POINT (611348.999975816 4538463.00002247)","730",EBR0315,IBMWP,>Valor frontera M/B,"611349","4538463","30",CHE
"POINT (581480.000044486 4546676.99998581)","731",EBR0319,IBMWP,>Valor frontera M/B,"581480","4546677","30",CHE
"POINT (599189.999983494 4571736.99995412)","732",EBR0320,IBMWP,>Valor frontera M/B,"599190","4571737","30",CHE
"POINT (593918.999980415 4588600.99999132)","733",EBR0321,IBMWP,>Valor frontera M/B,"593919","4588601","30",CHE
"POINT (641230.999977135 4526045.00002912)","734",EBR0322,IBMWP,>Valor frontera M/B,"641231","4526045","30",CHE
"POINT (630724.999955328 4553743.99995945)","735",EBR0323,IBMWP,>Valor frontera M/B,"630725","4553744","30",CHE
"POINT (624800.000031181 4571500.00004934)","736",EBR0324,IBMWP,<Valor frontera M/B,"624800","4571500","30",CHE
"POINT (602454.000046584 4589296.00002373)","737",EBR0325,IBMWP,>Valor frontera M/B,"602454","4589296","30",CHE
"POINT (611393.000023347 4612528.99999708)","738",EBR0326,IBMWP,>Valor frontera M/B,"611393","4612529","30",CHE
"POINT (673873.000045751 4536001.00001673)","739",EBR0333,IBMWP,>Valor frontera M/B,"673873","4536001","30",CHE
"POINT (682479.999964481 4522448.99998189)","740",EBR0342a,IBMWP,<Valor frontera M/B,"682480","4522449","30",CHE
"POINT (682399.999973046 4522399.99997076)","741",EBR0342b,IBMWP,>Valor frontera M/B,"682400","4522400","30",CHE
"POINT (689745.99996248 4526671.99999121)","742",EBR0344,IBMWP,<Valor frontera M/B,"689746","4526672","30",CHE
"POINT (700608.999971133 4507502.99998698)","743",EBR0349,IBMWP,>Valor frontera M/B,"700609","4507503","30",CHE
"POINT (714975.000009947 4508109.00000306)","744",EBR0351,IBMWP,>Valor frontera M/B,"714975","4508109","30",CHE
"POINT (738153.999981893 4509635.99995952)","745",EBR0356,IBMWP,>Valor frontera M/B,"738154","4509636","30",CHE
"POINT (823660.99998548 4671257.00001622)","746",EBR0365,IBMWP,>Valor frontera M/B,"823661","4671257","30",CHE
"POINT (783215.000003625 4678514.00000525)","747",EBR0372,IBMWP,>Valor frontera M/B,"783215","4678514","30",CHE
"POINT (781284.000038909 4669413.00001605)","748",EBR0374,IBMWP,>Valor frontera M/B,"781284","4669413","30",CHE
"POINT (751892.999979661 4680795.0000008)","749",EBR0375,IBMWP,>Valor frontera M/B,"751893","4680795","30",CHE
"POINT (744304.999949043 4683430.00002393)","750",EBR0377,IBMWP,>Valor frontera M/B,"744305","4683430","30",CHE
"POINT (739128.999967392 4667370.00002273)","751",EBR0381,IBMWP,>Valor frontera M/B,"739129","4667370","30",CHE
"POINT (724254.000027091 4677029.00000085)","752",EBR0382,IBMWP,>Valor frontera M/B,"724254","4677029","30",CHE
"POINT (770384.999989924 4520121.99996313)","753",EBR0383,IBMWP,>Valor frontera M/B,"770385","4520122","30",CHE
"POINT (763594.000043347 4526887.99999524)","754",EBR0390,IBMWP,>Valor frontera M/B,"763594","4526888","30",CHE
"POINT (764307.999963707 4530018.99995206)","755",EBR0391,IBMWP,>Valor frontera M/B,"764308","4530019","30",CHE
"POINT (757740.000045342 4526335.00001866)","756",EBR0396,IBMWP,>Valor frontera M/B,"757740","4526335","30",CHE
"POINT (774163.000043477 4534300.00001269)","757",EBR0398,IBMWP,>Valor frontera M/B,"774163","4534300","30",CHE
"POINT (478913.000023454 4737264.00001967)","758",EBR0401,IBMWP,>Valor frontera M/B,"478913","4737264","30",CHE
"POINT (512018.99999247 4733648.99998446)","759",EBR0405,IBMWP,>Valor frontera M/B,"512019","4733649","30",CHE
"POINT (508433.000033393 4724914.99996343)","760",EBR0406,IBMWP,>Valor frontera M/B,"508433","4724915","30",CHE
"POINT (577778.999998229 4691178.00001418)","761",EBR0413,IBMWP,>Valor frontera M/B,"577779","4691178","30",CHE
"POINT (586768.999983774 4691985.99997388)","762",EBR0414,IBMWP,>Valor frontera M/B,"586769","4691986","30",CHE
"POINT (640373.999989868 4720063.0000429)","763",EBR0418,IBMWP,>Valor frontera M/B,"640374","4720063","30",CHE
"POINT (605159.000007981 4685834.99999948)","764",EBR0421,IBMWP,>Valor frontera M/B,"605159","4685835","30",CHE
"POINT (594780.999999813 4730889.99999201)","765",EBR0422,IBMWP,>Valor frontera M/B,"594781","4730890","30",CHE
"POINT (598461.000025416 4704229.0000088)","766",EBR0423,IBMWP,>Valor frontera M/B,"598461","4704229","30",CHE
"POINT (684953.999991817 4679992.00003919)","767",EBR0425,IBMWP,>Valor frontera M/B,"684954","4679992","30",CHE
"POINT (680545.000038253 4618461.000004)","768",EBR0426,IBMWP,>Valor frontera M/B,"680545","4618461","30",CHE
"POINT (821724.999992082 4644219.99997042)","769",EBR0427,IBMWP,>Valor frontera M/B,"821725","4644220","30",CHE
"POINT (803273.999958338 4628328.9999949)","770",EBR0431,IBMWP,<Valor frontera M/B,"803274","4628329","30",CHE
"POINT (802800.999973278 4613701.00002251)","771",EBR0432,IBMWP,>Valor frontera M/B,"802801","4613701","30",CHE
"POINT (787998.999998933 4597239.00000278)","772",EBR0433,IBMWP,>Valor frontera M/B,"787999","4597239","30",CHE
"POINT (771137.99998215 4666934.00004724)","773",EBR0434,IBMWP,>Valor frontera M/B,"771138","4666934","30",CHE
"POINT (764256.000001744 4660704.99997275)","774",EBR0435,IBMWP,>Valor frontera M/B,"764256","4660705","30",CHE
"POINT (617324.00001569 4582052.00001861)","775",EBR0443,IBMWP,>Valor frontera M/B,"617324","4582052","30",CHE
"POINT (620018.999971955 4591125.99999167)","776",EBR0444,IBMWP,>Valor frontera M/B,"620019","4591126","30",CHE
"POINT (631359.999962077 4595269.00003749)","777",EBR0445,IBMWP,>Valor frontera M/B,"631360","4595269","30",CHE
"POINT (645287.0000233 4613850.9999776)","778",EBR0446,IBMWP,>Valor frontera M/B,"645287","4613851","30",CHE
"POINT (625254.999979217 4651895.00000031)","779",EBR0449,IBMWP,>Valor frontera M/B,"625255","4651895","30",CHE
"POINT (404115.999953928 4758763.00004521)","780",EBR0465,IBMWP,<Valor frontera M/B,"404116","4758763","30",CHE
"POINT (451957.999973924 4754953.00000454)","781",EBR0474,IBMWP,>Valor frontera M/B,"451958","4754953","30",CHE
"POINT (460430.999982849 4765151.99995314)","782",EBR0477,IBMWP,>Valor frontera M/B,"460431","4765152","30",CHE
"POINT (484978.000031302 4747766.99996626)","783",EBR0481,IBMWP,>Valor frontera M/B,"484978","4747767","30",CHE
"POINT (527695.999966716 4768905.99995977)","784",EBR0488,IBMWP,>Valor frontera M/B,"527696","4768906","30",CHE
"POINT (518252.999993001 4678169.00001631)","785",EBR0502,IBMWP,>Valor frontera M/B,"518253","4678169","30",CHE
"POINT (534159.999987433 4680921.00004058)","786",EBR0506,IBMWP,>Valor frontera M/B,"534160","4680921","30",CHE
"POINT (698120.000022494 4715237.00004422)","787",EBR0509,IBMWP,>Valor frontera M/B,"698120","4715237","30",CHE
"POINT (702434.999980675 4715504.00001024)","788",EBR0510,IBMWP,<Valor frontera M/B,"702435","4715504","30",CHE
"POINT (694143.000038047 4725744.99998022)","789",EBR0514,IBMWP,>Valor frontera M/B,"694143","4725745","30",CHE
"POINT (687000.000027343 4714741.99995591)","790",EBR0515,IBMWP,>Valor frontera M/B,"687000","4714742","30",CHE
"POINT (691383.000004847 4732323.00003363)","791",EBR0517,IBMWP,>Valor frontera M/B,"691383","4732323","30",CHE
"POINT (686473.999954092 4720107.00002012)","792",EBR0518,IBMWP,>Valor frontera M/B,"686474","4720107","30",CHE
"POINT (681561.00000614 4725124.00001794)","793",EBR0520,IBMWP,>Valor frontera M/B,"681561","4725124","30",CHE
"POINT (667335.000008996 4719125.99995983)","794",EBR0523,IBMWP,>Valor frontera M/B,"667335","4719126","30",CHE
"POINT (673123.99999159 4738200.00000453)","795",EBR0524,IBMWP,>Valor frontera M/B,"673124","4738200","30",CHE
"POINT (663206.99996399 4726993.00003509)","796",EBR0526,IBMWP,>Valor frontera M/B,"663207","4726993","30",CHE
"POINT (657747.000047705 4759707.99997141)","797",EBR0531,IBMWP,>Valor frontera M/B,"657747","4759708","30",CHE
"POINT (632596.000011029 4756198.00001979)","798",EBR0533,IBMWP,>Valor frontera M/B,"632596","4756198","30",CHE
"POINT (625203.000002038 4748402.00003424)","799",EBR0535,IBMWP,>Valor frontera M/B,"625203","4748402","30",CHE
"POINT (661693.999953737 4754076.9999873)","800",EBR0538,IBMWP,>Valor frontera M/B,"661694","4754077","30",CHE
"POINT (604580.999990417 4741262.00002975)","801",EBR0545,IBMWP,>Valor frontera M/B,"604581","4741262","30",CHE
"POINT (601375.99998073 4740635.00002568)","802",EBR0548,IBMWP,<Valor frontera M/B,"601376","4740635","30",CHE
"POINT (552399.999973047 4751167.99999137)","803",EBR0549,IBMWP,>Valor frontera M/B,"552400","4751168","30",CHE
"POINT (585570.000026065 4753195.00000959)","804",EBR0551,IBMWP,>Valor frontera M/B,"585570","4753195","30",CHE
"POINT (592705.999975703 4759564.99998737)","805",EBR0554,IBMWP,<Valor frontera M/B,"592706","4759565","30",CHE
"POINT (596064.000032474 4746627.00000746)","806",EBR0555,IBMWP,>Valor frontera M/B,"596064","4746627","30",CHE
"POINT (589563.000047821 4735211.00000417)","807",EBR0556,IBMWP,<Valor frontera M/B,"589563","4735211","30",CHE
"POINT (603883.000002872 4623571.99999079)","808",EBR0563,IBMWP,>Valor frontera M/B,"603883","4623572","30",CHE
"POINT (712706.999963655 4721662.00003111)","809",EBR0568,IBMWP,>Valor frontera M/B,"712707","4721662","30",CHE
"POINT (716016.999980965 4707797.00002764)","810",EBR0571,IBMWP,>Valor frontera M/B,"716017","4707797","30",CHE
"POINT (712645.000028922 4701849.00001721)","811",EBR0573,IBMWP,>Valor frontera M/B,"712645","4701849","30",CHE
"POINT (723873.999964627 4696760.99994918)","812",EBR0574,IBMWP,>Valor frontera M/B,"723874","4696761","30",CHE
"POINT (905914.000037957 4706835.99999224)","813",EBR0578,IBMWP,>Valor frontera M/B,"905914","4706836","30",CHE
"POINT (887970.999963725 4701216.99998544)","814",EBR0581,IBMWP,>Valor frontera M/B,"887971","4701217","30",CHE
"POINT (883791.999970072 4701010.00002724)","815",EBR0589,IBMWP,>Valor frontera M/B,"883792","4701010","30",CHE
"POINT (866856.99999662 4700491.999959)","816",EBR0617,IBMWP,>Valor frontera M/B,"866857","4700492","30",CHE
"POINT (859840.0000495 4690976.99995983)","817",EBR0622,IBMWP,>Valor frontera M/B,"859840","4690977","30",CHE
"POINT (834920.999953578 4710818.00004496)","818",EBR0644,IBMWP,>Valor frontera M/B,"834921","4710818","30",CHE
"POINT (832846.999964284 4690301.9999831)","819",EBR0645,IBMWP,>Valor frontera M/B,"832847","4690302","30",CHE
"POINT (825026.000052356 4688486.99996298)","820",EBR0650,IBMWP,>Valor frontera M/B,"825026","4688487","30",CHE
"POINT (805330.999992324 4673466.99998903)","821",EBR0662,IBMWP,>Valor frontera M/B,"805331","4673467","30",CHE
"POINT (754020.000033551 4712967.00002067)","822",EBR0663,IBMWP,>Valor frontera M/B,"754020","4712967","30",CHE
"POINT (758252.999963951 4705327.00003885)","823",EBR0666,IBMWP,>Valor frontera M/B,"758253","4705327","30",CHE
"POINT (756477.000002573 4701981.99995041)","824",EBR0669,IBMWP,>Valor frontera M/B,"756477","4701982","30",CHE
"POINT (767113.999985754 4669290.0000414)","825",EBR0678,IBMWP,<Valor frontera M/B,"767114","4669290","30",CHE
"POINT (777167.000037412 4689350.0000369)","826",EBR0679,IBMWP,>Valor frontera M/B,"777167","4689350","30",CHE
"POINT (797287.999998619 4702288.00004393)","827",EBR0680,IBMWP,>Valor frontera M/B,"797288","4702288","30",CHE
"POINT (726253.999990186 4688145.00000571)","828",EBR0686,IBMWP,>Valor frontera M/B,"726254","4688145","30",CHE
"POINT (703985.999969394 4738512.00001081)","829",EBR0690,IBMWP,>Valor frontera M/B,"703986","4738512","30",CHE
"POINT (702560.999963328 4729727.9999986)","830",EBR0692,IBMWP,>Valor frontera M/B,"702561","4729728","30",CHE
"POINT (687141.000013513 4745988.99999767)","831",EBR0693,IBMWP,>Valor frontera M/B,"687141","4745989","30",CHE
"POINT (677372.000003104 4745421.99999242)","832",EBR0694,IBMWP,>Valor frontera M/B,"677372","4745422","30",CHE
"POINT (719613.999972583 4725199.99996661)","833",EBR0706,IBMWP,>Valor frontera M/B,"719614","4725200","30",CHE
"POINT (836345.000031362 4738807.00001274)","834",EBR0709,IBMWP,>Valor frontera M/B,"836345","4738807","30",CHE
"POINT (848403.000022871 4726054.00004009)","835",EBR0722,IBMWP,>Valor frontera M/B,"848403","4726054","30",CHE
"POINT (807861.000043955 4702165.99998793)","836",EBR0744,IBMWP,>Valor frontera M/B,"807861","4702166","30",CHE
"POINT (758449.000036552 4733312.99998861)","837",EBR0745,IBMWP,>Valor frontera M/B,"758449","4733313","30",CHE
"POINT (772830.999979447 4719462.99998068)","838",EBR0749,IBMWP,>Valor frontera M/B,"772831","4719463","30",CHE
