WKT,COD_ESTACI,COD_PARAME,PromedioDe,valoracion,UTMX,UTMY,HUSO,NOM_DEMARC,unidades
"POINT (196456.008327566 4201666.71314142)",GV09189001,CLOROFILA A,2.15500000000,No eutrófico,"723933","4199103","29",CHGv,µg/l
"POINT (210935.130525408 4188715.48908267)",GV09399001,CLOROFILA A,4.07000000000,No eutrófico,"739208","4187114","29",CHGv,µg/l
"POINT (47921.4901678944 4702797.02792663)",14.RW.01.090,CLOROFILA A,3.97750000000,No eutrófico,"542191","4688317","29",GC,µg/l
"POINT (29137.2826606389 4683309.31111768)",14.RW.01.125P,CLOROFILA A,7.56000000000,No eutrófico,"524872","4667608","29",GC,µg/l
"POINT (30589.7733626626 4733488.88791773)",14.RW.04.100P,CLOROFILA A,10.64000000000,No eutrófico,"522781","4717629","29",GC,µg/l
"POINT (52518.3735839594 4787238.19492379)",14.RW.06.110,CLOROFILA A,8.48400000000,No eutrófico,"540776","4772663","29",GC,µg/l
"POINT (29495.2395329708 4764145.99589068)",14.RW.06.210,CLOROFILA A,7.58000000000,No eutrófico,"519517","4748048","29",GC,µg/l
"POINT (11711.4209016208 4778589.97175574)",14.RW.07.030,CLOROFILA A,7.51800000000,No eutrófico,"500800","4761148","29",GC,µg/l
"POINT (6604.95371174254 4774684.38534947)",14.RW.07.060P,CLOROFILA A,4.26500000000,No eutrófico,"496000","4756900","29",GC,µg/l
"POINT (2121.53838643897 4770394.8117617)",14.RW.07.070,CLOROFILA A,6.03200000000,No eutrófico,"491847","4752315","29",GC,µg/l
"POINT (71200.9616177613 4804222.75596624)",14.RW.11.020,CLOROFILA A,13.45000000000,No eutrófico,"558152","4790901","29",GC,µg/l
"POINT (110568.268869492 4825079.65881361)",14.RW.13.020,CLOROFILA A,3.12000000000,No eutrófico,"595842","4814489","29",GC,µg/l
"POINT (96071.3360330947 4815371.63449126)",14.RW.13.040,CLOROFILA A,1.39200000000,No eutrófico,"582107","4803782","29",GC,µg/l
"POINT (90059.4625750426 4840921.65324629)",14.RW.14.050,CLOROFILA A,37.14600000000,Eutrófico,"574284","4828783","29",GC,µg/l
"POINT (142057.759694084 4845352.57907516)",14.RW.17.095P,CLOROFILA A,7.94500000000,No eutrófico,"625739","4836947","29",GC,µg/l
"POINT (73415.1979292715 4756818.22138604)",D_1105P,CLOROFILA A,4.45400000000,No eutrófico,"563739","4743880","29",GC,µg/l
"POINT (38428.897242466 4720654.46777537)",NP25P,CLOROFILA A,4.38500000000,No eutrófico,"531487","4705415","29",GC,µg/l
"POINT (54360.2832830017 4812546.89257883)",ROEP,CLOROFILA A,39.09000000000,Eutrófico,"540797","4797977","29",GC,µg/l
"POINT (99893.8391824802 4797456.34628212)",NO00460001,CLOROFILA A,5.66666666667,No eutrófico,"587197","4786221","29",CHMS,µg/l
"POINT (226497.128081293 4755941.98994359)",NO01010012,CLOROFILA A,9.55000000000,No eutrófico,"716301","4753901","29",CHMS,µg/l
"POINT (217748.848554912 4748222.16709814)",NO01010016,CLOROFILA A,0.00000000000,No eutrófico,"708128","4745581","29",CHMS,µg/l
"POINT (113492.365762725 4730378.63798206)",NO01550001,CLOROFILA A,1.40000000000,No eutrófico,"605513","4720402","29",CHMS,µg/l
"POINT (137337.001108797 4732800.3858193)",NO01560001,CLOROFILA A,9.34761904762,No eutrófico,"629089","4724503","29",CHMS,µg/l
"POINT (208491.27066569 4724070.37609126)",NO01580001,CLOROFILA A,1.60000000000,No eutrófico,"700613","4720845","29",CHMS,µg/l
"POINT (190241.692047954 4712060.65920754)",NO01580041,CLOROFILA A,1.50000000000,No eutrófico,"683271","4707582","29",CHMS,µg/l
"POINT (72475.1713828221 4707226.54862536)",NO01860007,CLOROFILA A,1.65000000000,No eutrófico,"566314","4694455","29",CHMS,µg/l
"POINT (111605.725452657 4712278.72507972)",NO01880002,CLOROFILA A,4.31250000000,No eutrófico,"604914","4702245","29",CHMS,µg/l
"POINT (117710.624122644 4706133.30655798)",NO01880024,CLOROFILA A,1.45000000000,No eutrófico,"611427","4696556","29",CHMS,µg/l
"POINT (112354.615736777 4710815.70362374)",NO01880027,CLOROFILA A,0.00000000000,No eutrófico,"605763","4700841","29",CHMS,µg/l
"POINT (100482.244273205 4700935.5863262)",NO01880028,CLOROFILA A,0.00000000000,No eutrófico,"594638","4690166","29",CHMS,µg/l
"POINT (152772.052264971 4701791.88103068)",NO01890018,CLOROFILA A,3.80000000000,No eutrófico,"646657","4694704","29",CHMS,µg/l
"POINT (150392.079701749 4708452.61189712)",NO01890020,CLOROFILA A,7.55000000000,No eutrófico,"643816","4701172","29",CHMS,µg/l
"POINT (145664.512877388 4697025.92080919)",NO01890030,CLOROFILA A,4.00000000000,No eutrófico,"639912","4689455","29",CHMS,µg/l
"POINT (164391.010543519 4702708.84020874)",NO01900005,CLOROFILA A,1.65000000000,No eutrófico,"658169","4696437","29",CHMS,µg/l
"POINT (182363.722338964 4701737.73338593)",NO01900020,CLOROFILA A,19.30000000000,Eutrófico,"676148","4696737","29",CHMS,µg/l
"POINT (165294.119354721 4696479.99098511)",NO01900030,CLOROFILA A,7.75000000000,No eutrófico,"659508","4690294","29",CHMS,µg/l
"POINT (156453.785460609 4701595.55928192)",NO01900032,CLOROFILA A,6.50000000000,No eutrófico,"650339","4694768","29",CHMS,µg/l
"POINT (167022.147322766 4692105.79755048)",NO01910010,CLOROFILA A,19.87500000000,Eutrófico,"661538","4686057","29",CHMS,µg/l
"POINT (189695.110392393 4711073.05409665)",NO01910012,CLOROFILA A,6.80000000000,No eutrófico,"682796","4706559","29",CHMS,µg/l
"POINT (79638.0629355935 4695166.21963316)",NO02250019,CLOROFILA A,4.98750000000,No eutrófico,"574293","4682955","29",CHMS,µg/l
"POINT (127181.480923586 4695805.84817848)",NO02260010,CLOROFILA A,3.10000000000,No eutrófico,"621587","4686938","29",CHMS,µg/l
"POINT (148831.538727047 4680665.58240562)",NO02270013,CLOROFILA A,5.70000000000,No eutrófico,"644218","4673379","29",CHMS,µg/l
"POINT (185989.089311285 4707480.0044491)",NO02280008,CLOROFILA A,3.85000000000,No eutrófico,"679356","4702716","29",CHMS,µg/l
"POINT (156182.614761736 4685544.9449351)",NO02280016,CLOROFILA A,1.30000000000,No eutrófico,"651199","4678757","29",CHMS,µg/l
"POINT (70986.97180638 4680135.41111698)",NO02620003,CLOROFILA A,3.50000000000,No eutrófico,"566738","4667386","29",CHMS,µg/l
"POINT (173857.309896918 4673448.46496318)",NO02660011,CLOROFILA A,5.50000000000,No eutrófico,"669661","4667945","29",CHMS,µg/l
"POINT (170031.738984388 4668838.99385944)",NO02660012,CLOROFILA A,5.25000000000,No eutrófico,"666172","4663083","29",CHMS,µg/l
"POINT (68469.2051245691 4648908.54836206)",NO03010022,CLOROFILA A,2.90000000000,No eutrófico,"566417","4636129","29",CHMS,µg/l
"POINT (82645.1414373098 4655980.12267491)",NO03360001,CLOROFILA A,8.96666666667,No eutrófico,"580034","4644158","29",CHMS,µg/l
"POINT (90253.6254135128 4653339.74597745)",NO03360002,CLOROFILA A,6.00000000000,No eutrófico,"587793","4642061","29",CHMS,µg/l
"POINT (494550.999988776 4566710.00001416)",TA43304002,CLOROFILA A,5.38500000000,No eutrófico,"494551","4566710","30",CHT,µg/l
"POINT (474731.000052778 4539196.00004602)",TA45905001,CLOROFILA A,7.86500000000,No eutrófico,"474731","4539196","30",CHT,µg/l
"POINT (420202.999948118 4523757.99996322)",TA48205002,CLOROFILA A,0.00000000000,No eutrófico,"420203","4523758","30",CHT,µg/l
"POINT (419281.999980655 4521438.00002695)",TA48305001,CLOROFILA A,1.63000000000,No eutrófico,"419282","4521438","30",CHT,µg/l
"POINT (434609.999954781 4533035.99996545)",TA48405003,CLOROFILA A,6.87000000000,No eutrófico,"434610","4533036","30",CHT,µg/l
"POINT (452603.00002443 4533156.00000674)",TA48405006,CLOROFILA A,3.82000000000,No eutrófico,"452603","4533156","30",CHT,µg/l
"POINT (483487.999963273 4531447.99998095)",TA48504001,CLOROFILA A,1.33500000000,No eutrófico,"483488","4531448","30",CHT,µg/l
"POINT (459943.000025194 4528828.99999263)",TA48505002,CLOROFILA A,2.79500000000,No eutrófico,"459943","4528829","30",CHT,µg/l
"POINT (415227.000041243 4507659.0000428)",TA50805004,CLOROFILA A,3.54000000000,No eutrófico,"415227","4507659","30",CHT,µg/l
"POINT (430606.000028775 4506682.0000353)",TA50905004,CLOROFILA A,33.80000000000,Eutrófico,"430606","4506682","30",CHT,µg/l
"POINT (447247.99998316 4512079.00003343)",TA50905005,CLOROFILA A,5.70000000000,No eutrófico,"447248","4512079","30",CHT,µg/l
"POINT (411087.000000276 4488333.00004814)",TA53306002,CLOROFILA A,34.70000000000,Eutrófico,"411087","4488333","30",CHT,µg/l
"POINT (413286.99997346 4485652.00000446)",TA53306008,CLOROFILA A,16.26500000000,No eutrófico,"413287","4485652","30",CHT,µg/l
"POINT (433147.9999829 4488016.00002715)",TA53405005,CLOROFILA A,29.27500000000,Eutrófico,"433148","4488016","30",CHT,µg/l
"POINT (586710.000016076 4500472.00004795)",TA53901007,CLOROFILA A,1.93500000000,No eutrófico,"586710","4500472","30",CHT,µg/l
"POINT (264059.000019507 4469700.00001445)",TA55310003,CLOROFILA A,3.20000000000,No eutrófico,"264059","4469700","30",CHT,µg/l
"POINT (371172.000021633 4475892.9999881)",TA55707002,CLOROFILA A,11.94000000000,No eutrófico,"371172","4475893","30",CHT,µg/l
"POINT (384267.000013708 4472098.99997968)",TA55707005,CLOROFILA A,4.86000000000,No eutrófico,"384267","4472099","30",CHT,µg/l
"POINT (515433.000017698 4468030.00004796)",TA56201004,CLOROFILA A,1.08000000000,No eutrófico,"515433","4468030","30",CHT,µg/l
"POINT (227556.999987155 4456124.000033)",TA57410002,CLOROFILA A,84.50000000000,Eutrófico,"227557","4456124","30",CHT,µg/l
"POINT (254490.99999564 4463164.00002448)",TA57510009,CLOROFILA A,3.25000000000,No eutrófico,"254491","4463164","30",CHT,µg/l
"POINT (367370.999982469 4463441.99995845)",TA57909006,CLOROFILA A,31.80000000000,Eutrófico,"367371","4463442","30",CHT,µg/l
"POINT (393785.00000905 4465885.99999087)",TA58007012,CLOROFILA A,27.58500000000,Eutrófico,"393785","4465886","30",CHT,µg/l
"POINT (453892.999964723 4461088.99996544)",TA58205002,CLOROFILA A,4.94000000000,No eutrófico,"453893","4461089","30",CHT,µg/l
"POINT (505276.999985726 4459535.99995964)",TA58402001,CLOROFILA A,1.90000000000,No eutrófico,"505277","4459536","30",CHT,µg/l
"POINT (195205.000007438 4447718.99997283)",TA59611006,CLOROFILA A,51.35000000000,Eutrófico,"195205","4447719","30",CHT,µg/l
"POINT (240663.000017582 4438740.99999714)",TA59810001,CLOROFILA A,16.00000000000,No eutrófico,"240663","4438741","30",CHT,µg/l
"POINT (301980.999963697 4442535.99998712)",TA60009005,CLOROFILA A,57.20000000000,Eutrófico,"301981","4442536","30",CHT,µg/l
"POINT (317248.000022931 4435277.0000333)",TA60109001,CLOROFILA A,64.10000000000,Eutrófico,"317248","4435277","30",CHT,µg/l
"POINT (356305.00000312 4431531.99997391)",TA60207005,CLOROFILA A,21.30000000000,No eutrófico,"356305","4431532","30",CHT,µg/l
"POINT (197237.999956616 4421767.00003763)",TA62112004,CLOROFILA A,7.95000000000,No eutrófico,"197238","4421767","30",CHT,µg/l
"POINT (244106.999974465 4413896.00000717)",TA62309002,CLOROFILA A,38.15000000000,Eutrófico,"244107","4413896","30",CHT,µg/l
"POINT (244449.000004512 4413528.00000593)",TA62312004,CLOROFILA A,38.30000000000,Eutrófico,"244449","4413528","30",CHT,µg/l
"POINT (342840.999975776 4429009.99995678)",TA62708004,CLOROFILA A,6.95000000000,No eutrófico,"342841","4429010","30",CHT,µg/l
"POINT (167345.000021499 4404834.99997345)",TA64812005,CLOROFILA A,42.45000000000,Eutrófico,"167345","4404835","30",CHT,µg/l
"POINT (269004.000033712 4410613.99999795)",TA65212006,CLOROFILA A,100.70000000000,Eutrófico,"269004","4410614","30",CHT,µg/l
"POINT (287531.999978333 4409294.99997898)",TA65312005,CLOROFILA A,56.60000000000,Eutrófico,"287532","4409295","30",CHT,µg/l
"POINT (321244.999998856 4404998.00000912)",TA65408002,CLOROFILA A,28.55000000000,Eutrófico,"321245","4404998","30",CHT,µg/l
"POINT (389112.000011833 4410033.00000293)",TA65608001,CLOROFILA A,34.90000000000,Eutrófico,"389112","4410033","30",CHT,µg/l
"POINT (407199.000012289 4405962.00003841)",TA65708001,CLOROFILA A,38.65000000000,Eutrófico,"407199","4405962","30",CHT,µg/l
"POINT (435561.999968051 4406479.99999422)",TA65808002,CLOROFILA A,31.80000000000,Eutrófico,"435562","4406480","30",CHT,µg/l
"POINT (110595.0000261 4400310.00004719)",TA67514001,CLOROFILA A,43.90000000000,Eutrófico,"110595","4400310","30",CHT,µg/l
"POINT (193772.000037485 4378700.00000809)",TA67714001,CLOROFILA A,104.95000000000,Eutrófico,"193772","4378700","30",CHT,µg/l
"POINT (193673.999975522 4381966.99999138)",TA67714102,CLOROFILA A,95.55000000000,Eutrófico,"193674","4381967","30",CHT,µg/l
"POINT (204150.999960484 4388266.99997921)",TA67812004,CLOROFILA A,29.20000000000,Eutrófico,"204151","4388267","30",CHT,µg/l
"POINT (381089.999971397 4387086.00002879)",TA68408001,CLOROFILA A,33.40000000000,Eutrófico,"381090","4387086","30",CHT,µg/l
"POINT (443983.999957941 4389301.00004537)",TA68608001,CLOROFILA A,154.50000000000,Eutrófico,"443984","4389301","30",CHT,µg/l
"POINT (216350.0000261 4375872.00000541)",TA70413001,CLOROFILA A,29.70000000000,Eutrófico,"216350","4375872","30",CHT,µg/l
"POINT (215302.999968141 4362364.00003693)",TA70414002,CLOROFILA A,130.05000000000,Eutrófico,"215303","4362364","30",CHT,µg/l
"POINT (215106.999963286 4351455.00000019)",TA72914001,CLOROFILA A,52.80000000000,Eutrófico,"215107","4351455","30",CHT,µg/l
"POINT (216741.999977411 4347459.00002629)",TA72914002,CLOROFILA A,41.95000000000,Eutrófico,"216742","4347459","30",CHT,µg/l
"POINT (220735.000022739 4346121.00004671)",TA72914003,CLOROFILA A,22.95000000000,No eutrófico,"220735","4346121","30",CHT,µg/l
"POINT (641899.00001516 4194552.00000376)",EAG1,CLOROFILA A,2.04999995232,No eutrófico,"641899","4194552","30",CHS,µg/l
"POINT (622555.000019951 4231488.99999493)",EAL1,CLOROFILA A,2.59999990463,No eutrófico,"622555","4231489","30",CHS,µg/l
"POINT (540906.999954323 4228582.99999969)",EAN1,CLOROFILA A,0.00000000000,No eutrófico,"540907","4228583","30",CHS,µg/l
"POINT (610690.000006588 4225512.00003835)",EAR1,CLOROFILA A,15.00000000000,No eutrófico,"610690","4225512","30",CHS,µg/l
"POINT (618080.000010413 4244399.00004114)",ECA1,CLOROFILA A,0.00000000000,No eutrófico,"618080","4244399","30",CHS,µg/l
"POINT (601932.999999875 4247797.99995918)",ECE1,CLOROFILA A,0.00000000000,No eutrófico,"601933","4247798","30",CHS,µg/l
"POINT (693422.000006795 4236737.00001517)",ECR1,CLOROFILA A,0.00000000000,No eutrófico,"693422","4236737","30",CHS,µg/l
"POINT (569178.999978621 4249528.99999191)",EFU1,CLOROFILA A,0.00000000000,No eutrófico,"569179","4249529","30",CHS,µg/l
"POINT (632642.999987493 4213580.99995673)",ELC1,CLOROFILA A,0.00000000000,No eutrófico,"632643","4213581","30",CHS,µg/l
"POINT (644233.999988695 4225292.00004334)",EOJ1,CLOROFILA A,0.00000000000,No eutrófico,"644234","4225292","30",CHS,µg/l
"POINT (686471.999962886 4210074.0000439)",EPE1,CLOROFILA A,0.00000000000,No eutrófico,"686472","4210074","30",CHS,µg/l
"POINT (603918.000031901 4177078.99995021)",EPU1,CLOROFILA A,0.00000000000,No eutrófico,"603918","4177079","30",CHS,µg/l
"POINT (667451.999968265 4218239.99999516)",ESA1,CLOROFILA A,0.00000000000,No eutrófico,"667452","4218240","30",CHS,µg/l
"POINT (564730.000017989 4227337.00002849)",ETA1,CLOROFILA A,0.00000000000,No eutrófico,"564730","4227337","30",CHS,µg/l
"POINT (599060.000030147 4262838.00000616)",ETL1,CLOROFILA A,1.89999997616,No eutrófico,"599060","4262838","30",CHS,µg/l
"POINT (631967.999971199 4298341.00004928)",LCRW,CLOROFILA A,20.56000003810,No eutrófico,"631968","4298341","30",CHS,µg/l
"POINT (697304.000024615 4228231.99999205)",LHOPON,CLOROFILA A,87.65000003580,Eutrófico,"697304","4228232","30",CHS,µg/l
"POINT (625038.999956712 4300532.00003592)",LPEN,CLOROFILA A,42.63333336510,Eutrófico,"625039","4300532","30",CHS,µg/l
"POINT (652315.999977619 4469588.9999961)",JU198,CLOROFILA A,0.00000000000,No eutrófico,"652316","4469589","30",CHJ,µg/l
"POINT (708690.000012179 4440573.99999586)",JU199,CLOROFILA A,0.00000000000,No eutrófico,"708690","4440574","30",CHJ,µg/l
"POINT (736366.000010391 4432721.99996256)",JU200,CLOROFILA A,0.00000000000,No eutrófico,"736366","4432722","30",CHJ,µg/l
"POINT (741989.999979474 4434866.00002318)",JU201,CLOROFILA A,0.50730001926,No eutrófico,"741990","4434866","30",CHJ,µg/l
"POINT (712921.999952193 4264221.99997867)",JU202,CLOROFILA A,5.12639999390,No eutrófico,"712922","4264222","30",CHJ,µg/l
"POINT (744125.000015305 4285070.99998977)",JU204,CLOROFILA A,0.00000000000,No eutrófico,"744125","4285071","30",CHJ,µg/l
"POINT (718652.99997402 4313086.00001889)",JU205,CLOROFILA A,23.15779972080,No eutrófico,"718653","4313086","30",CHJ,µg/l
"POINT (676741.99999264 4384762.00002064)",JU206,CLOROFILA A,0.66750001907,No eutrófico,"676742","4384762","30",CHJ,µg/l
"POINT (683881.999997679 4356787.99995567)",JU207,CLOROFILA A,0.00000000000,No eutrófico,"683882","4356788","30",CHJ,µg/l
"POINT (729527.999989459 4299344.99996931)",JU209,CLOROFILA A,0.77429997921,No eutrófico,"729528","4299345","30",CHJ,µg/l
"POINT (711562.999973114 4418618.00002944)",JU210,CLOROFILA A,1.28159999847,No eutrófico,"711563","4418618","30",CHJ,µg/l
"POINT (685168.999967665 4349454.00001646)",JU211,CLOROFILA A,0.00000000000,No eutrófico,"685169","4349454","30",CHJ,µg/l
"POINT (669499.999996405 4345352.00002429)",JU212,CLOROFILA A,0.00000000000,No eutrófico,"669500","4345352","30",CHJ,µg/l
"POINT (679329.999975338 4347511.99996045)",JU213,CLOROFILA A,0.00000000000,No eutrófico,"679330","4347512","30",CHJ,µg/l
"POINT (678807.999978139 4392747.0000046)",JU214,CLOROFILA A,3.87150001526,No eutrófico,"678808","4392747","30",CHJ,µg/l
"POINT (575051.999957757 4382129.99995946)",JU215,CLOROFILA A,0.00000000000,No eutrófico,"575052","4382130","30",CHJ,µg/l
"POINT (651544.999955907 4341372.00004041)",JU216,CLOROFILA A,0.00000000000,No eutrófico,"651545","4341372","30",CHJ,µg/l
"POINT (738312.000026567 4268754.00003615)",JU217,CLOROFILA A,3.63120007515,No eutrófico,"738312","4268754","30",CHJ,µg/l
"POINT (662891.99999243 4399523.99996563)",JU218,CLOROFILA A,0.56069999933,No eutrófico,"662892","4399524","30",CHJ,µg/l
"POINT (628540.000017646 4378612.99996779)",JU219,CLOROFILA A,0.00000000000,No eutrófico,"628540","4378613","30",CHJ,µg/l
"POINT (698791.000019775 4333435.99999175)",JU220,CLOROFILA A,0.50730001926,No eutrófico,"698791","4333436","30",CHJ,µg/l
"POINT (702892.999971808 4334534.00002293)",JU225,CLOROFILA A,0.00000000000,No eutrófico,"702893","4334534","30",CHJ,µg/l
"POINT (770100.000042039 4448348.99996551)",JU283,CLOROFILA A,0.00000000000,No eutrófico,"770100","4448349","30",CHJ,µg/l
"POINT (740994.999972396 4404008.99998826)",JU284,CLOROFILA A,0.77429997921,No eutrófico,"740995","4404009","30",CHJ,µg/l
"POINT (735902.999962132 4390523.99995462)",JU285,CLOROFILA A,3.20399999619,No eutrófico,"735903","4390524","30",CHJ,µg/l
"POINT (732652.999992348 4381930.99998222)",JU286,CLOROFILA A,2.80349993706,No eutrófico,"732653","4381931","30",CHJ,µg/l
"POINT (729844.999968613 4357709.99998109)",JU287,CLOROFILA A,79.78385019300,Eutrófico,"729845","4357710","30",CHJ,µg/l
"POINT (587281.000040793 4453278.00002383)",JU288,CLOROFILA A,0.00000000000,No eutrófico,"587281","4453278","30",CHJ,µg/l
"POINT (555472.000009558 4289666.99999696)",JU289,CLOROFILA A,0.64079999924,No eutrófico,"555472","4289667","30",CHJ,µg/l
"POINT (554503.000020107 4295678.999951)",JU290,CLOROFILA A,0.00000000000,No eutrófico,"554503","4295679","30",CHJ,µg/l
"POINT (606901.999990383 4286414.00003567)",JU291,CLOROFILA A,0.66750001907,No eutrófico,"606902","4286414","30",CHJ,µg/l
"POINT (582690.000021352 4425170.00004228)",JU292,CLOROFILA A,0.00000000000,No eutrófico,"582690","4425170","30",CHJ,µg/l
"POINT (596121.000036115 4426980.00002388)",JU293,CLOROFILA A,0.00000000000,No eutrófico,"596121","4426980","30",CHJ,µg/l
"POINT (572735.000023992 4427724.99999965)",JU294,CLOROFILA A,3.25740003586,No eutrófico,"572735","4427725","30",CHJ,µg/l
"POINT (613566.000018146 4449489.00002713)",JU295,CLOROFILA A,2.29620003700,No eutrófico,"613566","4449489","30",CHJ,µg/l
"POINT (753990.000015888 4306991.99999555)",JU297,CLOROFILA A,0.00000000000,No eutrófico,"753990","4306992","30",CHJ,µg/l
"POINT (715515.999957071 4236361.99998594)",JU298,CLOROFILA A,0.00000000000,No eutrófico,"715516","4236362","30",CHJ,µg/l
"POINT (737096.999964468 4442339.99999778)",JU383,CLOROFILA A,0.00000000000,No eutrófico,"737097","4442340","30",CHJ,µg/l
"POINT (731509.99997757 4347875.99995458)",JU385,CLOROFILA A,0.77429997921,No eutrófico,"731510","4347876","30",CHJ,µg/l
"POINT (581856.000033813 4424934.00001514)",JU386,CLOROFILA A,0.56069999933,No eutrófico,"581856","4424934","30",CHJ,µg/l
"POINT (733835.000044938 4329390.00001115)",JU418,CLOROFILA A,1.70879995823,No eutrófico,"733835","4329390","30",CHJ,µg/l
"POINT (659952.000028245 4304447.99996681)",JU489,CLOROFILA A,0.00000000000,No eutrófico,"659952","4304448","30",CHJ,µg/l
"POINT (692008.000012536 4461365.9999831)",JU504,CLOROFILA A,0.00000000000,No eutrófico,"692008","4461366","30",CHJ,µg/l
"POINT (724547.999953622 4407529.0000013)",JU511,CLOROFILA A,5.09969997406,No eutrófico,"724548","4407529","30",CHJ,µg/l
"POINT (788713.000030754 4474267.99995287)",JU543,CLOROFILA A,0.00000000000,No eutrófico,"788713","4474268","30",CHJ,µg/l
"POINT (747599.999999977 4413236.00001356)",JU544,CLOROFILA A,2.67000007629,No eutrófico,"747600","4413236","30",CHJ,µg/l
"POINT (713046.000015449 4335818.00001179)",JU545,CLOROFILA A,0.00000000000,No eutrófico,"713046","4335818","30",CHJ,µg/l
"POINT (414481.999953057 4758351.99998426)",EBE0001,CONCLO A,2.03000000000,No eutrófico,"414482","4758352","30",CHE,µg/l
"POINT (527982.999950462 4757464.99996441)",EBE0002,CONCLO A,3.29000000000,No eutrófico,"527983","4757465","30",CHE,µg/l
"POINT (651143.000017956 4761592.99997911)",EBE0004,CONCLO A,2.51000000000,No eutrófico,"651143","4761593","30",CHE,µg/l
"POINT (530666.000014024 4761449.00000211)",EBE0005,CONCLO A,1.55000000000,No eutrófico,"530666","4761449","30",CHE,µg/l
"POINT (621145.999999915 4759901.99995801)",EBE0006,CONCLO A,2.36000000000,No eutrófico,"621146","4759902","30",CHE,µg/l
"POINT (531144.000029068 4753521.00001704)",EBE0007,CONCLO A,2.93000000000,No eutrófico,"531144","4753521","30",CHE,µg/l
"POINT (719110.999983367 4737861.00001021)",EBE0019,CONCLO A,2.25500000000,No eutrófico,"719111","4737861","30",CHE,µg/l
"POINT (491629.999960773 4734941.99998245)",EBE0022,CONCLO A,13.10000000000,No eutrófico,"491630","4734942","30",CHE,µg/l
"POINT (720362.999955233 4731424.9999975)",EBE0025,CONCLO A,2.23500000000,No eutrófico,"720363","4731425","30",CHE,µg/l
"POINT (586647.0000049 4730775.99997547)",EBE0027,CONCLO A,1.00000000000,No eutrófico,"586647","4730776","30",CHE,µg/l
"POINT (656398.999990756 4718969.99998352)",EBE0037,CONCLO A,1.93000000000,No eutrófico,"656399","4718970","30",CHE,µg/l
"POINT (717392.999996621 4709928.99996335)",EBE0039,CONCLO A,1.11000000000,No eutrófico,"717393","4709929","30",CHE,µg/l
"POINT (540130.000013081 4706643.00003526)",EBE0040,CONCLO A,14.30000000000,No eutrófico,"540130","4706643","30",CHE,µg/l
"POINT (687585.00004097 4695265.00004597)",EBE0044,CONCLO A,7.41500000000,No eutrófico,"687585","4695265","30",CHE,µg/l
"POINT (724574.000033141 4681266.00002187)",EBE0051,CONCLO A,4.72000000000,No eutrófico,"724574","4681266","30",CHE,µg/l
"POINT (856430.999986351 4673678.00001843)",EBE0053,CONCLO A,12.73500000000,No eutrófico,"856431","4673678","30",CHE,µg/l
"POINT (717770.000005794 4673719.00002356)",EBE0054,CONCLO A,1.06000000000,No eutrófico,"717770","4673719","30",CHE,µg/l
"POINT (685366.000048604 4674452.00002503)",EBE0055,CONCLO A,3.17000000000,No eutrófico,"685366","4674452","30",CHE,µg/l
"POINT (505121.99997736 4666671.99999528)",EBE0061,CONCLO A,1.87000000000,No eutrófico,"505122","4666672","30",CHE,µg/l
"POINT (691444.000024901 4665163.00001381)",EBE0062,CONCLO A,1.97000000000,No eutrófico,"691444","4665163","30",CHE,µg/l
"POINT (852607.999990462 4657929.99995208)",EBE0063,CONCLO A,6.61000000000,No eutrófico,"852608","4657930","30",CHE,µg/l
"POINT (818878.999965381 4641665.00002218)",EBE0067,CONCLO A,8.76500000000,No eutrófico,"818879","4641665","30",CHE,µg/l
"POINT (600338.000043137 4636686.00003653)",EBE0068,CONCLO A,38.90000000000,Eutrófico,"600338","4636686","30",CHE,µg/l
"POINT (754326.999951583 4578214.99999312)",EBE0070,CONCLO A,6.28500000000,No eutrófico,"754327","4578215","30",CHE,µg/l
"POINT (661228.99996863 4587042.99998627)",EBE0071,CONCLO A,10.60000000000,No eutrófico,"661229","4587043","30",CHE,µg/l
"POINT (817777.999999608 4579864.00003857)",EBE0072,CONCLO A,8.92000000000,No eutrófico,"817778","4579864","30",CHE,µg/l
"POINT (793075.999962358 4571756.99996925)",EBE0074,CONCLO A,1.47500000000,No eutrófico,"793076","4571757","30",CHE,µg/l
"POINT (600658.000031884 4568475.99999539)",EBE0076,CONCLO A,3.36000000000,No eutrófico,"600658","4568476","30",CHE,µg/l
"POINT (681843.000048454 4560808.00003253)",EBE0077,CONCLO A,4.36000000000,No eutrófico,"681843","4560808","30",CHE,µg/l
"POINT (749938.999981349 4556883.00002164)",EBE0078,CONCLO A,3.62500000000,No eutrófico,"749939","4556883","30",CHE,µg/l
"POINT (816193.000000924 4556632.99997731)",EBE0079,CONCLO A,1.93500000000,No eutrófico,"816193","4556633","30",CHE,µg/l
"POINT (693954.000008675 4538212.99997192)",EBE0080,CONCLO A,2.61000000000,No eutrófico,"693954","4538213","30",CHE,µg/l
"POINT (734837.999994255 4531390.99996891)",EBE0082,CONCLO A,1.42500000000,No eutrófico,"734838","4531391","30",CHE,µg/l
"POINT (634486.000016305 4743635.99995124)",EBE0086,CONCLO A,2.03000000000,No eutrófico,"634486","4743636","30",CHE,µg/l
"POINT (643252.99995447 4536192.99998249)",EBE0087,CONCLO A,4.25000000000,No eutrófico,"643253","4536193","30",CHE,µg/l
