OBJECTID,cod_mar,PFAFRIO,COD_UNI,nom_rio,Shape_Leng,color
35255,M,2004263844,912269,ESPLUGA DE PARADIS,1458.62456525,6
35256,M,2004263912,903199,BARRANC DE MIRET,3894.69507407,6
35257,M,200426392,903408,BARRANC DE SANT MARTI,4263.2612901,5
35258,M,200426394,903438,BARRANC DE SANTA LLUCIA,2776.73538108,5
35259,M,2004263942,903433,BARRANC DE SANTA CECILIA,4153.50343761,6
35260,M,2004263944,917042,SIN NOMBRE,1524.27536805,6
35261,M,2004263952,917200,SIN NOMBRE,1444.36298899,6
35262,M,200426396,902244,BARRANC DE CLAVEROL,3150.1024295,5
35263,M,2004263962,902639,BARRANC DE LA FONT D'ARTIC,2216.98026327,6
35264,M,200426398,903302,BARRANC DE PUIMANYONS,3950.01717493,5
35265,M,2004264,912241,EL FLAMISELL,34526.5602272,3
35266,M,200426412,903179,BARRANC DE MASCARELL,4047.21664167,5
35267,M,200426414,916792,SIN NOMBRE,1209.97412608,5
35268,M,200426416,916804,SIN NOMBRE,1047.0212432,5
35269,M,200426418,912458,LLAU DE GELAT,2613.16421413,5
35270,M,20042642,914106,RIU DE SERRADELL,7936.14827314,4
35271,M,200426422,926212,SIN NOMBRE,1715.0214835,5
35272,M,2004264222,924712,SIN NOMBRE,1157.5321894,6
35273,M,2004264232,916854,SIN NOMBRE,995.598952129,6
35274,M,2004264234,912484,LLAU DE LA FONT,1592.52293743,6
35275,M,2004264236,916791,SIN NOMBRE,1059.76720496,6
35276,M,20042642372,916787,SIN NOMBRE,1060.17560498,7
35277,M,20042642374,912513,LLAU DE LES RIBES,1013.55543722,7
35278,M,2004264238,916834,SIN NOMBRE,1150.27241252,6
35279,M,200426424,903734,BARRANC DEL GRAU,1690.95280716,5
35280,M,200426426,902924,BARRANC DE LES BOIGUES,1517.05367102,5
35281,M,2004264262,912516,LLAU DE LES TRES PEIRES,1256.79755003,6
35282,M,200426428,912553,LLAU DEL CORNAS,1887.90008416,5
35283,M,2004264292,916665,SIN NOMBRE,1288.73261232,6
35284,M,2004264312,912453,LLAU DE FENOS,954.083006771,6
35285,M,200426432,903230,BARRANC DE MORO,3410.38815373,5
35286,M,200426434,902059,BARRANC D'ENSEROLA,4078.93421959,5
35287,M,2004264342,916695,SIN NOMBRE,1012.54343323,6
35288,M,2004264344,902363,BARRANC DE FONTALLAUS,2216.75908783,6
35289,M,2004264346,902848,BARRANC DE LA TORRE,2991.43443307,6
35290,M,2004264352,904054,BARRANC DELS MOLINASSOS,2720.36364058,6
35291,M,2004264354,902469,BARRANC DE L'ESCALELLA,1675.7576228,6
35292,M,200426436,902894,BARRANC DE LA VINYASSA,3616.75705961,5
35293,M,2004264362,916425,SIN NOMBRE,890.607445092,6
35294,M,200426438,903398,BARRANC DE SANT JOAN,3091.5660621,5
35295,M,2004264392,916463,SIN NOMBRE,1477.13550435,6
35296,M,2004264394,916495,SIN NOMBRE,1791.57931507,6
35297,M,2004264396,902240,BARRANC DE CERVOLES,1576.55926142,6
35298,M,2004264398,916295,SIN NOMBRE,1246.43432245,6
35299,M,20042644,914101,RIU DE SARROCA,3359.29176732,4
35300,M,200426442,903237,BARRANC DE NAENS,2536.40041038,5
35301,M,2004264432,916245,SIN NOMBRE,1033.80618637,6
35302,M,200426444,916275,SIN NOMBRE,1817.72443191,5
35303,M,200426446,913938,RIU DE BELLERA,6047.17238425,5
35304,M,20042644612,902192,BARRANC DE CANARIL,1825.04889079,7
35305,M,200426446132,916079,SIN NOMBRE,1308.20172368,8
35306,M,20042644614,916154,SIN NOMBRE,2409.95123499,7
35307,M,200426446152,916110,SIN NOMBRE,1091.28660851,8
35308,M,20042644616,903402,BARRANC DE SANT JULIA,2532.43029279,7
35309,M,200426446162,902359,BARRANC DE FONT D'AUBAC,1992.92321193,8
35310,M,200426446172,915989,SIN NOMBRE,1393.96600387,8
35311,M,200426446174,916120,SIN NOMBRE,1534.02108933,8
35312,M,200426446176,916115,SIN NOMBRE,1530.08876554,8
35313,M,20042644618,916122,SIN NOMBRE,1889.78563084,7
35314,M,2004264462,903747,BARRANC DEL LLADRER,1864.52475612,6
35315,M,20042644622,916090,SIN NOMBRE,1322.74687125,7
35316,M,2004264464,903276,BARRANC DE PERVES,2484.69455893,6
35317,M,2004264466,902033,BARRANC D'ARDIA,2411.61851406,6
35318,M,20042644662,903941,BARRANC DEL TOROAL,939.091388446,7
35319,M,2004264468,914054,RIU DE LES IGLESIES,4107.63360997,6
35320,M,200426446812,916000,SIN NOMBRE,1564.70882455,8
35321,M,200426446814,902811,BARRANC DE LA SANTA,1976.03691615,8
35322,M,200426446816,915854,SIN NOMBRE,1644.49046456,8
35323,M,20042644682,903623,BARRANC DEL BOSC,2155.45208536,7
35324,M,20042644684,904053,BARRANC DELS MIANS,2383.66893113,7
35325,M,200426446842,915730,SIN NOMBRE,1283.55318066,8
35326,M,200426446844,915893,SIN NOMBRE,1203.02963406,8
35327,M,20042644686,902196,BARRANC DE CANARILL,3203.77292034,7
35328,M,200426446862,915807,SIN NOMBRE,1546.8740253,8
35329,M,20042644688,914062,RIU DE MANYANET,8796.12655949,7
35330,M,200426446882,912410,LA VALIRI,8373.9584418,8
35331,M,2004264468822,912545,LLAU DEL BOSC,1933.83503391,9
35332,M,20042644688232,915658,SIN NOMBRE,1312.44334045,10
35333,M,20042644688234,915790,SIN NOMBRE,966.066563343,10
35334,M,2004264468824,915797,SIN NOMBRE,1528.9621287,9
35335,M,2004264468826,912060,CANAL DE LA TALLADA,2163.45924971,9
35336,M,20042644688272,915695,SIN NOMBRE,1281.01238045,10
35337,M,2004264468828,904011,BARRANC DELS CORRALETS,2207.68887882,9
35338,M,20042644688282,902372,BARRANC DE FONTMORRERS,821.433275376,10
35339,M,20042644688284,902752,BARRANC DE LA PALA GRAN,952.886193892,10
35340,M,20042644688292,902985,BARRANC DE LES CUES,1152.49772249,10
35341,M,200426446884,902597,BARRANC DE LA COSCOLLA,2407.38080147,8
35342,M,2004264468842,912586,LLAU DELS CORRALS,1976.09643629,9
35343,M,20042644688512,915656,SIN NOMBRE,1172.04985414,10
35344,M,20042644688514,915513,SIN NOMBRE,1039.8587238,10
35345,M,20042644688516,915522,SIN NOMBRE,1063.0810558,10
35346,M,2004264468852,904052,BARRANC DELS MIANERS,1728.5002736,9
35347,M,20042644688532,915588,SIN NOMBRE,1696.92762596,10
35348,M,2004264468854,903156,BARRANC DE MANAYNET,2007.90550445,9
35349,M,2004264468856,902221,BARRANC DE CASA MAESTRES,982.334286328,9
35350,M,2004264468858,903123,BARRANC DE LLAGUNES,984.40176613,9
35351,M,20042644688582,903859,BARRANC DEL POUET,887.270656626,10
35352,M,200426446886,902590,BARRANC DE LA COMALLAVEI,2301.24363314,8
35353,M,2004264468862,903245,BARRANC DE PALA FREDA,1238.70403157,9
35354,M,2004264468872,903130,BARRANC DE LLENA,1611.63677104,9
35355,M,2004264468874,902292,BARRANC DE CONFOS,1331.61223206,9
35356,M,20042644688752,903250,BARRANC DE PALOMERA,1247.12366089,10
35357,M,2004264468876,903285,BARRANC DE PLETA PELADA,1575.46942476,9
35358,M,2004264468878,904071,BARRANC DELS PLANS,1506.056213,9
35359,M,20042644688792,904118,BARRANC DES ESTANYETS,831.658886881,10
35360,M,200426446888,903651,BARRANC DEL CAP DE LLEVATA,3755.99213453,8
35361,M,2004264468882,904159,BARRANC GROS,1662.2840087,9
35362,M,20042644688822,915073,SIN NOMBRE,1437.35304724,10
35363,M,2004264468884,915055,SIN NOMBRE,1214.48850109,9
35364,M,2004264468886,914970,SIN NOMBRE,1327.88048079,9
35365,M,200426448,913948,RIU DE CADOLLA,3050.64582072,5
35366,M,2004264482,903282,BARRANC DE PINYANA,4061.40142452,6
35367,M,200426448212,916191,SIN NOMBRE,1492.40546794,8
35368,M,200426448214,916170,SIN NOMBRE,1602.33462987,8
35369,M,200426448216,916337,SIN NOMBRE,1040.64506393,8
35370,M,20042644822,903895,BARRANC DEL RIAL,1250.46166612,7
35371,M,200426448222,916320,SIN NOMBRE,1188.8024635,8
35372,M,200426448232,902993,BARRANC DE LES ESCARSES,1365.11875531,8
35373,M,20042644824,903412,BARRANC DE SANT NICOLAU,2319.77415456,7
35374,M,200426448242,911992,BARRANQUET DE COMADEGUALL,1530.60499416,8
35375,M,200426448244,912465,LLAU DE L'ESPADELLA,1973.9842465,8
35376,M,2004264482442,916456,SIN NOMBRE,1440.1179819,9
35377,M,20042644826,903443,BARRANC DE SANTA MAGDALENA,1648.81117906,7
35378,M,200426448262,916163,SIN NOMBRE,1057.37031587,8
35379,M,200426448272,903023,BARRANC DE LES LLAUS,1395.71948101,8
35380,M,20042644828,902280,BARRANC DE COMALLONGA,2226.34331805,7
35381,M,2004264512,902271,BARRANC DE COMADARS,1592.80425178,6
35382,M,2004264514,916386,SIN NOMBRE,1984.53959002,6
35383,M,200426452,903388,BARRANC DE SANT GENIS,7522.53507327,5
35384,M,20042645212,916252,SIN NOMBRE,1021.62173397,7
35385,M,2004264522,916265,SIN NOMBRE,1142.55179805,6
35386,M,2004264524,903735,BARRANC DEL GRAU,2567.37344836,6
35387,M,2004264526,912030,CANAL DE BORULLARS,1567.56638794,6
35388,M,2004264528,902569,BARRANC DE LA COLLADA,1123.97657113,6
35389,M,20042645292,902789,BARRANC DE LA QUADRA,694.304457034,7
35390,M,2004264532,916183,SIN NOMBRE,1555.58245421,6
35391,M,2004264534,916241,SIN NOMBRE,1043.75036852,6
35392,M,200426454,903363,BARRANC DE RUIXOU,4701.38751196,5
35393,M,2004264542,903621,BARRANC DEL BOSC,2734.11319745,6
35394,M,2004264544,916255,SIN NOMBRE,1185.57189535,6
35395,M,2004264546,912554,LLAU DEL CORRAL,965.722023842,6
35396,M,20042645512,916094,SIN NOMBRE,3334.6445895,7
35397,M,200426455132,912447,LLAU DE CANARI,623.850127793,8
35398,M,20042645514,912536,LLAU DE SANT FELIU,1922.84021002,7
35399,M,20042645516,902066,BARRANC D'ESCASALS,3712.59366508,7
35400,M,20042645518,912500,LLAU DE LA TORROELLA,1758.34623476,7
35401,M,2004264552,912544,LLAU DEL BOSC,3233.49509524,6
35402,M,20042645522,915959,SIN NOMBRE,1063.43044492,7
35403,M,2004264554,903471,BARRANC DE SERRASPINA,2704.6063023,6
35404,M,2004264556,902030,BARRANC D'ANTIST,3473.00883645,6
35405,M,20042645572,915851,SIN NOMBRE,1560.62775614,7
35406,M,2004264558,902408,BARRANC DE GRAMENET,3230.74445526,6
35407,M,20042645582,915748,SIN NOMBRE,1493.64645856,7
35408,M,20042645584,915754,SIN NOMBRE,1375.67800335,7
35409,M,20042645592,902986,BARRANC DE LES CULTIES,2737.79895168,7
35410,M,200426455922,915900,SIN NOMBRE,1362.22895703,8
35411,M,200426456,904172,BARRANC ROI,4248.7436818,5
35412,M,2004264562,902779,BARRANC DE LA PLANA,3020.16754757,6
35413,M,20042645622,915702,SIN NOMBRE,2169.39087345,7
35414,M,20042645624,915635,SIN NOMBRE,1101.17801794,7
35415,M,2004264564,915806,SIN NOMBRE,1042.10009293,6
35416,M,2004264566,912488,LLAU DE LA FONT FONT GARRIGA,773.403443377,6
35417,M,2004264572,915628,SIN NOMBRE,1006.16101235,6
35418,M,2004264574,915666,SIN NOMBRE,1637.64094539,6
35419,M,2004264576,915623,SIN NOMBRE,1801.25173361,6
35420,M,2004264578,903708,BARRANC DEL FOGUER,4376.2744989,6
35421,M,20042645782,915650,SIN NOMBRE,1141.83988537,7
35422,M,20042645784,915681,SIN NOMBRE,1177.02161645,7
35423,M,200426458,903928,BARRANC DEL SOLA,2265.48534954,5
35424,M,2004264582,903008,BARRANC DE LES FORQUES,5497.34043271,6
35425,M,20042645822,902302,BARRANC DE COSTA CARDIGUERA,3177.28081483,7
35426,M,2004264584,902494,BARRANC DE L'OBAGA,960.131784408,6
35427,M,2004264586,912102,CANAL DEL PORTARRO,2768.61242002,6
35428,M,20042645862,915460,SIN NOMBRE,1892.93335902,7
35429,M,2004264592,902998,BARRANC DE LES ESPONES,3541.14645923,6
35430,M,20042645922,903610,BARRANC DEL BAN,2913.81765177,7
35431,M,200426459222,926289,SIN NOMBRE,1638.9036083,8
35432,M,2004264592222,924611,SIN NOMBRE,1252.52619143,9
35433,M,200426459224,915573,SIN NOMBRE,1798.28285721,8
35434,M,2004264594,904015,BARRANC DELS COVILARS,3438.04305241,6
35435,M,20042645952,902599,BARRANC DE LA COSTA,1176.09277327,7
35436,M,200426459532,915279,SIN NOMBRE,2018.3565788,8
35437,M,20042645954,904036,BARRANC DELS HORTONS,1544.27081202,7
35438,M,20042645956,903079,BARRANC DE LES SERRES,900.579544393,7
35439,M,20042645958,902612,BARRANC DE LA CREU,2292.20713626,7
35440,M,200426459582,915310,SIN NOMBRE,1318.30361977,8
35441,M,200426459592,915152,SIN NOMBRE,1029.64727653,8
35442,M,200426459594,915178,SIN NOMBRE,1174.22969746,8
35443,M,2004264596,902016,BARRANC D'AIGÜERO,2642.37553171,6
35444,M,2004264598,904103,BARRANC DELS VERDINS,2949.32828397,6
35445,M,20042645982,902504,BARRANC DE L'ORRI,1150.20950564,7
35446,M,20042645992,915042,SIN NOMBRE,1343.14838662,7
35447,M,20042645994,902036,BARRANC D'ARINYOLO,1983.93937952,7
35448,M,20042646,914087,RIU DE RIQÜERNA,3872.38486768,4
35449,M,200426462,913978,RIU DE FILIA,3712.1885705,5
35450,M,2004264622,915099,SIN NOMBRE,1125.06452567,6
35451,M,2004264624,902578,BARRANC DE LA COMA DE FUSES,1834.02553118,6
35452,M,20042646242,915082,SIN NOMBRE,1292.48115582,7
35453,M,20042646244,902262,BARRANC DE COMA-L'EMPRIU,1745.18187796,7
35454,M,2004264626,902585,BARRANC DE LA COMA DEL PORT,3109.55539209,6
35455,M,20042646262,902266,BARRANC DE COMA PALOMERA,2225.97832866,7
35456,M,20042646264,915162,SIN NOMBRE,1719.92442992,7
35457,M,20042646266,915167,SIN NOMBRE,1342.09463886,7
35458,M,2004264628,902580,BARRANC DE LA COMA DE L'ESTANY,2782.1999989,6
35459,M,20042646282,915157,SIN NOMBRE,987.040996127,7
35460,M,2004264632,914990,SIN NOMBRE,1367.5691648,6
35461,M,2004264634,902398,BARRANC DE GATOPELADO,2322.88477261,6
35462,M,2004264636,914924,SIN NOMBRE,1108.07836767,6
35463,M,200426464,914887,SIN NOMBRE,1550.69905499,5
35464,M,200426466,902265,BARRANC DE COMA DEL PORT,3454.57334038,5
35465,M,2004264662,914923,SIN NOMBRE,1129.7768463,6
35466,M,2004264664,915015,SIN NOMBRE,968.389905882,6
35467,M,200426468,902379,BARRANC DE FRANCI,3884.30636756,5
35468,M,2004264682,926341,SIN NOMBRE,5151.41717853,6
35469,M,20042646822,924537,SIN NOMBRE,1508.92794849,7
35470,M,20042646824,924524,SIN NOMBRE,1192.75992307,7
35471,M,20042646826,924529,SIN NOMBRE,1033.78098138,7
35472,M,2004264684,914811,SIN NOMBRE,2016.58999477,6
35473,M,2004264686,914844,SIN NOMBRE,1493.83547112,6
35474,M,2004264712,903513,BARRANC DE TORPLA,1144.23983149,6
35475,M,20042647122,914868,SIN NOMBRE,1129.05372786,7
35476,M,200426472,903304,BARRANC DE PUIROLA,1952.57472458,5
35477,M,2004264722,914901,SIN NOMBRE,1440.904282,6
35478,M,200426474,903563,BARRANC DE VALLDOMARS,2596.23269974,5
35479,M,2004264752,903725,BARRANC DEL GINENTE,1783.78808911,6
35480,M,2004264754,930008,SIN NOMBRE,1031.53955712,6
35481,M,200426476,912074,CANAL DE PIGOLO,3547.73867796,5
35482,M,2004264762,926346,SIN NOMBRE,5134.73302418,6
35483,M,20042647622,924530,SIN NOMBRE,1808.81346321,7
35484,M,20042647624,924517,SIN NOMBRE,2269.11869717,7
35485,M,2004264764,914723,SIN NOMBRE,2162.5510588,6
35486,M,200426478,914801,SIN NOMBRE,1873.52985653,5
35487,M,20042648,902705,BARRANC DE LA LORA,2171.37716543,4
35488,M,200426482,926349,SIN NOMBRE,5847.20749157,5
35489,M,2004264822,924516,SIN NOMBRE,1485.10887576,6
35490,M,2004264824,924518,SIN NOMBRE,2651.68710895,6
35491,M,2004264826,924490,SIN NOMBRE,1118.98491998,6
35492,M,2004264828,924491,SIN NOMBRE,1244.91833167,6
35493,M,200426484,927720,TORRENT DE SALLENTE,1897.64807446,5
35494,M,2004265112,916908,SIN NOMBRE,1371.60744724,6
35495,M,200426512,903556,BARRANC DE VALLCARCA,3692.33340223,5
35496,M,2004265122,916848,SIN NOMBRE,1454.50383915,6
35497,M,2004265124,916669,SIN NOMBRE,1100.77577364,6
35498,M,2004265126,903226,BARRANC DE MONTSOR,2575.81507178,6
35499,M,2004265132,926207,SIN NOMBRE,1541.7081105,6
35500,M,20042651322,924722,SIN NOMBRE,1016.98608222,7
35501,M,2004265134,916838,SIN NOMBRE,1766.29482885,6
35502,M,2004265136,916819,SIN NOMBRE,1313.23531072,6
35503,M,200426514,903431,BARRANC DE SANTA,5674.84305538,5
35504,M,2004265142,916914,SIN NOMBRE,1040.23322871,6
35505,M,2004265144,912457,LLAU DE GARGALLA,1364.924414,6
35506,M,2004265146,926170,SIN NOMBRE,959.5714682,6
35507,M,20042651462,924746,SIN NOMBRE,380.99061593,7
35508,M,2004265152,904013,BARRANC DELS CORRALS,1511.98585612,6
35509,M,2004265154,902736,BARRANC DE LA MOLINA,3004.67057381,6
35510,M,20042651542,912562,LLAU DEL REBOLLAR,1458.41306822,7
35511,M,20042651544,912592,LLAU DELS MALALTS,2226.07740296,7
35512,M,2004265156,916805,SIN NOMBRE,1065.0595067,6
35513,M,2004265158,902027,BARRANC D'ANSAL,1659.7766721,6
35514,M,200426516,903417,BARRANC DE SANT PERE,3761.51091539,5
35515,M,2004265162,912529,LLAU DE QUERALT,2478.50132742,6
35516,M,2004265164,912508,LLAU DE LES ESPLUGUES,2864.80551275,6
35517,M,20042651642,902152,BARRANC DE BOSC,1438.9248359,7
35518,M,2004265166,903097,BARRANC DE LES TOSQUES,2801.96448791,6
35519,M,20042651662,912498,LLAU DE LA TEULERA,1685.28044569,7
35520,M,200426516622,916429,SIN NOMBRE,1491.91550168,8
35521,M,20042651664,916460,SIN NOMBRE,1172.4123556,7
35522,M,2004265168,927797,TORRENT DEL RIU,1896.15091014,6
35523,M,200426518,903120,BARRANC DE LLADO,5460.48738283,5
35524,M,20042651812,902062,BARRANC D'EROLES,1972.86642003,7
35525,M,20042651814,916771,SIN NOMBRE,1545.62579628,7
35526,M,2004265182,902611,BARRANC DE LA CREU,2769.24812878,6
35527,M,2004265184,902581,BARRANC DE LA COMA DE L'OLLA,5170.96744444,6
35528,M,20042651842,912448,LLAU DE CANTELLET,1420.78576438,7
35529,M,20042651844,912559,LLAU DEL PAS DEL PI,1084.15833558,7
35530,M,20042651846,917190,SIN NOMBRE,1129.54368199,7
35531,M,20042651848,912597,LLAU DELS TOLLS,1741.72326487,7
35532,M,20042651852,912494,LLAU DE LA MITGENCA,804.499576029,7
35533,M,20042651854,917067,SIN NOMBRE,2676.23021452,7
35534,M,2004265186,912489,LLAU DE LA GAVARNERA,3597.7757339,6
35535,M,20042651862,917233,SIN NOMBRE,1112.82305895,7
35536,M,2004265188,912538,LLAU DE SEGAN,3552.58968035,6
35537,M,20042651882,912476,LLAU DE LA CASTELLANA,1581.61582565,7
35538,M,20042652,902489,BARRANC DE L'INFERN,3782.0049304,4
35539,M,2004265212,916681,SIN NOMBRE,1044.3789864,6
35540,M,200426522,912473,LLAU DE LA CARBONERA,2327.23673492,5
35541,M,200426524,903022,BARRANC DE LES LLAUS,2381.98136593,5
35542,M,200426526,912527,LLAU DE PERAUBA,5104.66043076,5
35543,M,2004265262,902577,BARRANC DE LA COMA D'ORIENT,6481.65353924,6
35544,M,200426526212,911995,BARRANQUET DE LA FONT DELS VINYALS,1423.69516835,8
35545,M,20042652622,916778,SIN NOMBRE,1599.15028984,7
35546,M,20042652624,916932,SIN NOMBRE,1383.2237382,7
35547,M,20042652626,916933,SIN NOMBRE,1818.15784917,7
35548,M,200426526272,912119,CANAL GRAN,923.275837062,8
35549,M,200426526274,912045,CANAL DE L'ESPARRA,882.602188484,8
35550,M,20042652628,926191,SIN NOMBRE,1946.26623021,7
35551,M,200426526282,924738,SIN NOMBRE,1536.30966943,8
35552,M,200426526284,924737,SIN NOMBRE,1282.74639317,8
35553,M,20042652632,916776,SIN NOMBRE,1143.54298319,7
35554,M,20042652634,912446,LLAU DE BRUNET,1074.55996844,7
35555,M,2004265264,912535,LLAU DE SANT ANDREU,1402.41916435,6
35556,M,2004265266,916760,SIN NOMBRE,1094.53948269,6
35557,M,2004265268,912525,LLAU DE PENAUBA,2921.67367572,6
35558,M,2004265272,912491,LLAU DE LA GRASA,781.036407781,6
35559,M,200426528,902851,BARRANC DE LA TORRE DE SENYUS,4060.24857321,5
35560,M,2004265282,916680,SIN NOMBRE,1052.35570137,6
35561,M,200426532,903038,BARRANC DE LES MORRERES,5558.1485161,5
35562,M,20042653212,916481,SIN NOMBRE,1424.56356583,7
35563,M,20042653214,916612,SIN NOMBRE,1284.1286713,7
35564,M,2004265322,902189,BARRANC DE CANALS,1084.68927259,6
35565,M,20042653232,912555,LLAU DEL CUMO,836.675098433,7
35566,M,2004265324,912540,LLAU DE SIBILIES,2160.54354594,6
35567,M,2004265326,912569,LLAU DEL SISQUER,1629.20447453,6
35568,M,2004265328,916391,SIN NOMBRE,1268.08470632,6
35569,M,2004265332,916459,SIN NOMBRE,989.213597327,6
35570,M,200426534,916443,SIN NOMBRE,1301.94386613,5
35571,M,200426536,912454,LLAU DE FOLDONI,1320.8371087,5
35572,M,200426538,916458,SIN NOMBRE,1108.41525809,5
35573,M,20042654,914184,RIU MAJOR,5643.72590801,4
35574,M,200426542,903073,BARRANC DE LES SALINES,2395.47528977,5
35575,M,2004265422,912558,LLAU DEL MALPAS,2491.35512292,6
35576,M,20042654222,902854,BARRANC DE LA TOSCA,1332.69559798,7
35577,M,200426544,902712,BARRANC DE LA LLITA,3138.73862044,5
35578,M,2004265452,916439,SIN NOMBRE,1190.261466,6
35579,M,2004265454,916609,SIN NOMBRE,1175.81766926,6
35580,M,2004265456,912607,LLAU NEGRA,1239.60565645,6
35581,M,2004265458,912530,LLAU DE RECALLERS,1993.71957676,6
35582,M,200426546,903992,BARRANC DELS CASTELLS,2630.65107568,5
35583,M,2004265462,902312,BARRANC DE CUBERES,5098.5251694,6
35584,M,20042654622,902931,BARRANC DE LES CALANDRIES,3119.99760596,7
35585,M,20042654624,902855,BARRANC DE LA TOSQUELLA,1812.24508222,7
35586,M,2004265464,916597,SIN NOMBRE,1157.86722449,6
35587,M,2004265466,914118,RIU DE TAUS,7923.41489855,6
35588,M,20042654662,926228,SIN NOMBRE,1692.0836568,7
35589,M,200426546622,924694,SIN NOMBRE,1169.67371343,8
35590,M,20042654664,914159,RIU DELS CASTELLS,3856.47522212,7
35591,M,20042654666,912502,LLAU DE LAJOANIT,2140.43163276,7
35592,M,200426546662,916731,SIN NOMBRE,1538.18893018,8
35593,M,200426546664,916692,SIN NOMBRE,1148.55818349,8
35594,M,20042654668,902866,BARRANC DE LA VALL,3081.97703687,7
35595,M,200426546682,912506,LLAU DE LES COSTES,5124.32193467,8
35596,M,2004265466822,916686,SIN NOMBRE,1739.23066477,9
35597,M,200426546692,916633,SIN NOMBRE,1783.28741611,8
35598,M,2004265468,902032,BARRANC D'ARCALLO,4119.29957085,6
35599,M,200426548,902399,BARRANC DE GAVARRET,5584.28179331,5
35600,M,2004265482,903426,BARRANC DE SANT SEBASTIA,4365.37408411,6
35601,M,2004265484,916339,SIN NOMBRE,1394.02558007,6
35602,M,2004265512,916292,SIN NOMBRE,1210.22802108,6
35603,M,2004265514,916334,SIN NOMBRE,1200.12682469,6
35604,M,200426552,902060,BARRANC D'ENSEU,3262.69006321,5
35605,M,2004265522,912539,LLAU DE SENTES,1265.93962043,6
35606,M,2004265524,916223,SIN NOMBRE,1099.38276795,6
35607,M,2004265526,903061,BARRANC DE LES PLETES,4854.72739563,6
35608,M,20042655262,916237,SIN NOMBRE,1261.17983967,7
35609,M,2004265528,912445,LLAU DE BOVET,1429.22829096,6
35610,M,200426554,913900,RIU D'ANCS,9764.3966998,5
35611,M,2004265542,912557,LLAU DEL LLOP,2722.16871711,6
35612,M,2004265544,903609,BARRANC DEL BAELL,1761.41743937,6
35613,M,20042655442,916202,SIN NOMBRE,1530.11681106,7
35614,M,20042655444,916368,SIN NOMBRE,1065.96822467,7
35615,M,20042655446,916176,SIN NOMBRE,1229.26899507,7
35616,M,200426554512,916250,SIN NOMBRE,982.057746184,8
35617,M,20042655452,916258,SIN NOMBRE,1159.00585073,7
35618,M,20042655454,912589,LLAU DELS FRONTS,1066.3141546,7
35619,M,20042655456,912496,LLAU DE LA SEA,1073.79462513,7
35620,M,20042655458,912470,LLAU DE L'OBAC,1731.0270109,7
35621,M,2004265546,903985,BARRANC DELS CAMPOLLONGS,2766.63413702,6
35622,M,20042655472,912318,FORCANT DE LES LLAUS,1322.07462873,7
35623,M,20042655474,915973,SIN NOMBRE,1235.87366085,7
35624,M,200426554752,915844,SIN NOMBRE,1033.89159691,8
35625,M,20042655476,915884,SIN NOMBRE,1185.10545935,7
35626,M,20042655478,927708,TORRENT DE RIU,2060.82253052,7
35627,M,200426554792,915767,SIN NOMBRE,1079.59452073,8
35628,M,200426554794,903896,BARRANC DEL RIBETELL,1447.31385734,8
35629,M,2004265548,902026,BARRANC D'ANCS,1898.55910789,6
35630,M,20042655482,903990,BARRANC DELS CASTELLASSOS,2310.69872235,7
35631,M,20042655484,903344,BARRANC DE RIUFERRERES,2527.59546631,7
35632,M,2004265552,912602,LLAU FONDA,1061.43813457,6
35633,M,2004265554,912440,LLAU D'ESPIRAL D'ERTA,2217.08935441,6
35634,M,2004265556,902823,BARRANC DE LA SERVERESA,1559.04704252,6
35635,M,2004265558,902190,BARRANC DE CANALS,2504.51772093,6
35636,M,200426556,913921,RIU D'ESCOS,1548.58593696,5
35637,M,2004265562,916036,SIN NOMBRE,1397.40269643,6
35638,M,2004265564,902906,BARRANC DE LES AIGÜERES,2891.69281311,6
35639,M,20042655642,915929,SIN NOMBRE,1110.99433214,7
35640,M,2004265566,903194,BARRANC DE MILLERES,2053.56505704,6
35641,M,20042655662,903192,BARRANC DE MENCUI,1139.54962146,7
35642,M,200426556622,903622,BARRANC DEL BOSC,2239.73169008,8
35643,M,200426556624,915924,SIN NOMBRE,2051.5451965,8
35644,M,200426556632,915782,SIN NOMBRE,1120.043412,8
35645,M,20042655664,903083,BARRANC DE LES SOLANES,1709.42975947,7
35646,M,20042655666,902656,BARRANC DE LA FONT DEL LLOP,1853.20095944,7
35647,M,20042655668,927836,TORRENT GROS,2786.88252961,7
35648,M,2004265568,912531,LLAU DE RODARENY,2421.65666792,6
35649,M,2004265572,902378,BARRANC DE FOSCAPS,2398.52522834,6
35650,M,20042655732,912438,LLAU BLANCA,936.206009063,7
35651,M,2004265574,902535,BARRANC DE LA CABANETA,2414.43235001,6
35652,M,20042655742,912444,LLAU DE BINAUVELLA,2092.00566171,7
35653,M,2004265576,903353,BARRANC DE ROCA GRAN,3013.40331379,6
35654,M,20042655772,915871,SIN NOMBRE,1047.00324485,7
35655,M,20042655774,912608,LLAU NEGRA,1036.72022483,7
35656,M,20042655776,915735,SIN NOMBRE,1226.91542668,7
35657,M,2004265578,903710,BARRANC DEL FONT DE SALLENT,2935.75625456,6
35658,M,20042655782,908425,BARRANCO DE SANTA MARIA,1876.22481081,7
35659,M,20042655784,916020,SIN NOMBRE,1156.91435441,7
35660,M,20042655786,915994,SIN NOMBRE,1300.97846217,7
